district_name,school_name,zipcode,longitude,latitude,pct_chronically_absent_2020,percent_ca2019,percent_ca_2018,admin,teacher,percent_retained,pool,score_achievement,score_growth,score_absenteeism,students_total_2020,enrollment_2019,enrollment_2018
Clarksville-Montgomery County School System,Pisgah Elementary,37042,-87.4056,36.58068,7.4,3.8,5.5,2,56,77.6,K8,3.3,2.1,4,866,756,780
Rutherford County Schools,Smyrna Primary,37167,-86.52231,35.968513,5.8,7.7,9.8,2,46,77.6,K8,1.9,2.9,4,605,649,616
Williamson County Schools,Fairview Middle School,37062,-87.14128,35.976983,6.4,4.7,3.8,2,36,77.6,K8,3.6,3,3.7,572,537,532
Blount County Schools,Prospect Elementary School,37865,-83.74476,35.853932,9,5.8,5.5,1,28,77.8,K8,4,3.5,4,429,389,405
Claiborne County Schools,Midway Elementary,37825,-83.65241,36.417235,13.2,14.7,15.6,2,22,77.8,K8,2.4,2,2.8,399,337,340
Tullahoma City Schools,Jack T Farrar Elementary,37388,-86.21484,35.357522,11.4,11.9,9.9,1,21,77.8,K8,1.8,2,2,360,323,331
Metro Nashville Public Schools,Bellevue Middle,37221,-86.94674,36.065032,12.8,13.5,12.1,2,41,77.8,K8,1.9,0.4,2.3,811,680,633
Hamilton County Schools,Brown Middle School,37341,-85.09827,35.19154,16.2,19.9,16.2,2,30,77.8,K8,1.4,0.3,1.5,490,509,475
Hamilton County Schools,Red Bank High School,37415,-85.28466,35.116285,17.4,21.5,27.8,3,53,77.8,HS,2.7,3.7,4,834,818,809
Henry County School System,Henry Elementary,38231,-88.42518,36.210847,11.7,9.9,10.1,2,31,77.8,K8,1.6,0.5,2.3,346,335,320
Loudon County Schools,Ft Loudoun Middle School,37774,-84.33069,35.725969,10.3,9.2,8.4,2,22,77.8,K8,2.7,2.4,2.8,420,349,356
McMinn County Schools,E K Baker Elementary,37303,-84.61975,35.441378,12.3,11.1,13.1,2,22,77.8,K8,1.4,0.4,3.5,365,340,323
Clarksville-Montgomery County School System,Northeast High,37040,-87.34142,36.528448,14.5,12.5,14.8,4,77,77.8,HS,3.5,3.5,4,1599,1455,1418
Roane County Schools,Oliver Springs Middle,37840,-84.36685,36.045663,14.5,12.8,16.9,2,13,77.8,K8,1.6,0.8,3.2,228,188,205
Rutherford County Schools,Rock Springs Middle School,37167,-86.52231,35.968513,5.8,8.8,7.4,3,66,77.8,K8,2.4,2.2,3.3,1080,1054,1011
Sumner County Schools,Joe Shafer Middle School,37066,-86.4548,36.388997,10.8,8.6,9.4,2,45,77.8,K8,2.2,3.4,3.4,765,664,648
Achievement School District,Kirby Middle School,38115,-89.86291,35.057311,18.8,25.1,16.8,3,19,77.8,K8,1.1,2,0.4,505,384,393
Metro Nashville Public Schools,DuPont Hadley Middle,37138,-86.62308,36.243698,17.2,13.4,19.8,3,42,78,K8,0.9,2,4,710,642,658
Metro Nashville Public Schools,May Werthan Shayne Elementary School,37211,-86.72584,36.079259,6.5,5.4,7.2,2,53,78,K8,3.5,2.2,3.8,824,739,721
Franklin County Schools,North Middle School,37398,-86.14045,35.192829,10.5,9.3,22.9,2,37,78,K8,1.3,1.4,4,675,606,645
Hamilton County Schools,Red Bank Elementary,37405,-85.31903,35.081323,13.6,13.6,10,2,46,78,K8,2.6,4,1.4,609,578,612
Clarksville-Montgomery County School System,Byrns Darden Elementary,37042,-87.4056,36.58068,12.2,8.8,10.5,3,45,78,K8,2.7,2.9,3.7,688,580,556
Robertson County Schools,Coopertown Middle School,37172,-86.86892,36.513979,10.3,10.6,11.5,2,39,78,K8,2.9,4,3.4,524,508,507
Murfreesboro City Schools,Black Fox Elementary,37130,-86.3648,35.860152,10.1,9.7,11.7,2,62,78.1,K8,2.8,3.8,3.9,898,813,793
Williamson County Schools,Centennial High School,37067,-86.7952,35.921811,11.5,9.6,9.4,5,102,78.1,HS,3.7,0.1,3.5,1734,1696,1677
Williamson County Schools,Summit High School,37174,-86.91144,35.73062,10,12.6,8.6,5,93,78.1,HS,3.4,1.9,2.6,1687,1533,1444
Hamilton County Schools,East Brainerd Elementary,37421,-85.15939,35.028574,6.5,6,9.3,3,71,78.2,K8,3.6,4,4,1181,1101,1133
Metro Nashville Public Schools,Pennington Elementary,37214,-86.66869,36.166956,12.5,12.3,12.5,1,23,78.3,K8,3.4,3.5,2.3,325,253,271
Hickman County Schools,East Hickman High School,37098,-87.31395,35.882639,17.6,15.3,21.2,2,37,78.3,HS,1.2,0,3.7,539,510,512
Jefferson County Schools,Talbott Elementary,37877,-83.40946,36.154381,14.3,6,5.9,1,18,78.3,K8,2.2,1.2,3.2,270,215,221
Sevier County School System,Boyds Creek Elementary School,37876,-83.48694,35.860157,19.8,15,16.8,2,33,78.3,K8,2.6,3.6,3,482,427,549
Smith County School District,Smith County Middle School,37030,-85.94893,36.264959,6.5,8.5,7.7,3,18,78.3,K8,2.6,3.6,3.1,367,319,323
Trousdale County Schools,Jim Satterfield Middle School,37074,-86.15305,36.407653,6.6,4.6,6.6,2,19,78.3,K8,3.3,3.9,4,348,337,288
Cheatham County School District,Ashland City Elementary,37015,-87.06949,36.299293,11.1,13.4,15.3,1,33,78.4,K8,1.6,2,3.9,418,413,412
Cocke County School System,Cosby High School,37722,-83.24441,35.820011,21,31.6,26.1,2,31,78.4,HS,1.4,0.4,0.8,378,368,384
Dickson County School District,Dickson Middle School,37055,-87.40831,36.065779,9.2,7.7,13.7,3,44,78.4,K8,2.6,3.4,4,760,843,812
Rutherford County Schools,Oakland High School,37130,-86.3648,35.860152,9.3,16,17,5,140,78.4,HS,1.6,3.2,2.6,2038,2288,2260
Shelby County Schools,East High,38111,-89.94363,35.10935,8.6,29.5,21.8,3,49,78.4,HS,4,0.8,0.8,444,373,370
Shelby County Schools,Evans Elementary,38118,-89.92426,35.048455,16.8,9.2,7.6,1,36,78.4,K8,2,1,2.4,469,449,462
Shelby County Schools,Riverwood Elementary School,38016,-89.776835,35.177475,7.1,5.2,4.5,4,64,78.4,K8,3.9,2,3.7,973,958,954
Crockett County Schools,Friendship Elementary,38034,-89.24555,35.908286,12.3,3.4,4.5,1,11,78.6,K8,2,3,4,120,116,138
Greene County Schools,Mosheim Elementary,37818,-82.96185,36.190417,13,9.8,9.3,3,58,78.6,K8,1,1.7,2.4,958,891,887
Jefferson County Schools,Maury Middle School,37725,-83.39791,35.996454,11.5,12.5,12.8,2,34,78.6,K8,2.6,4,2.3,710,618,614
Roane County Schools,Oliver Springs High School,37840,-84.36685,36.045663,15,16.9,23.7,2,25,78.6,HS,3,3.4,4,288,307,322
White County Schools,Bon De Croft Elementary,38583,-85.45113,35.943026,7.2,5.9,4.4,1,14,78.6,K8,2,2,3.6,180,166,162
Alamo City School District,Alamo Elementary,38001,-89.14016,35.796157,8.1,6.6,6.4,1,44,78.7,K8,3.6,3.9,3.2,601,573,530
Maury County Schools,Spring Hill Middle School,37174,-86.91144,35.73062,7.4,13.2,11.7,3,54,78.7,K8,1.7,0.6,1.7,607,1001,928
Campbell County Schools,Jacksboro Middle School,37757,-84.17277,36.326509,7.6,13.3,12.1,2,27,78.8,K8,2.6,3.7,2.4,556,523,547
Knox County Schools,Brickey McCloud Elementary,37918,-83.92511,36.046598,12,9.9,10.5,3,68,78.8,K8,3.2,1.9,2.5,996,993,974
Shelby County Schools,Cherokee Elementary,38114,-89.98543,35.101525,37.7,5.7,3.5,1,27,78.8,K8,1,0.3,3.9,525,439,480
Van Buren County Schools,Spencer Elementary,38585,-85.41146,35.69653,8.9,6.4,5.1,2,26,78.8,K8,3.4,2,3,334,314,289
Clay County Schools,Hermitage Springs Elementary School,37150,-85.81114,36.543183,8.9,5.1,11.8,1,15,78.9,K8,2.6,0.4,4,218,199,186
Metro Nashville Public Schools,Thomas A. Edison Elementary,37013,-86.64782,36.055115,6.9,7.5,9.8,1,48,78.9,K8,1.9,3.4,4,921,685,699
Franklin County Schools,Rock Creek Elementary,37330,-86.12247,35.280936,7.9,8,13,1,26,78.9,K8,2,0.6,4,383,334,309
Paris Special School District,W O Inman Middle School,38242,-88.32891,36.300311,10.4,10.9,10.9,2,35,78.9,K8,2.3,3.7,2,563,582,566
Lincoln County Department of Education,Lincoln County High School,37334,-86.57433,35.136177,17.3,21.4,22.5,4,64,78.9,HS,2.7,1.7,2.3,1258,881,865
Marion County Schools,Jasper Middle School,37347,-85.61818,35.065007,12.7,10.8,11.6,2,30,78.9,K8,1.3,1.4,3.1,555,508,535
Marion County Schools,Marion Co High School,37347,-85.61818,35.065007,27,25.6,30.1,2,36,78.9,HS,2.7,0.3,3.9,555,541,527
Clarksville-Montgomery County School System,Northeast Elementary,37040,-87.34142,36.528448,7.4,4.4,4.6,2,57,78.9,K8,3,3.1,4,867,766,731
Morgan County Schools,Central Middle School,37887,-84.56863,36.091018,9.9,14.1,16,2,15,78.9,K8,0.8,0.4,2.8,290,296,287
Rutherford County Schools,Stewartsboro Elementary,37167,-86.52231,35.968513,5.5,4.8,7.5,2,65,78.9,K8,2.9,3.8,3.8,697,868,868
Shelby County Schools,Kingsbury High,38122,-89.92315,35.155589,26.1,45,25.6,5,81,78.9,HS,1.1,0.1,0,1513,1289,1363
Lewis County Schools,Lewis Co High School,38462,-87.54905,35.535397,14.4,13.6,16.1,2,38,79.1,HS,1.4,0.4,3.7,529,495,465
Weakley County Schools,Greenfield School,38230,-88.76867,36.154281,15.3,13.6,16.3,1,39,79.1,HS,2.6,2.6,3.6,509,473,482
Metro Nashville Public Schools,Croft Middle,37211,-86.72584,36.079259,13.6,13.6,8.1,3,49,79.2,K8,1.2,0.1,1.2,887,756,675
Metro Nashville Public Schools,Joelton Elementary,37080,-86.90949,36.329551,12.4,13.2,14.8,1,22,79.2,K8,3,0.4,3.1,292,239,239
Henry County School System,E. W. Grove School,38242,-88.32891,36.300311,7.6,8,9.5,2,19,79.2,K8,3.2,1.4,3.7,387,347,339
Athens City Schools,Westside Elementary,37303,-84.61975,35.441378,10.6,3.4,4.2,1,17,79.2,K8,3.6,2,4,304,269,289
Shelby County Schools,Berclair Elementary,38122,-89.92315,35.155589,14.3,10.5,9.6,2,46,79.2,K8,4,4,2.3,696,632,628
Weakley County Schools,Sharon School,38255,-88.83586,36.236377,12.6,15.9,13.6,1,20,79.2,K8,2.6,0,2.2,181,162,172
Millington Municipal School District,E.A. Harrold Elementary School,38053,-89.90668,35.347965,13.1,17.3,12.8,2,24,79.3,K8,2.8,2,1.1,382,338,362
Metro Nashville Public Schools,Old Center Elementary,37072,-86.71879,36.35465,12.3,8.3,10.9,1,27,79.4,K8,1.8,3.1,4,389,316,315
Dickson County School District,Dickson Elementary,37055,-87.40831,36.065779,7.4,6.7,7.7,2,29,79.4,K8,2.2,2.3,3.7,219,307,323
Dyer County Schools,Three Oaks Middle School,38024,-89.38613,36.038042,12.8,12.7,14,2,29,79.4,K8,2.9,0.7,3.4,505,512,470
Johnson County Schools,Mountain City Elementary,37683,-81.81906,36.451041,5.8,5.8,5.5,2,28,79.4,K8,2.6,3,3.4,460,440,425
Marshall County Schools,Lewisburg Middle School,37091,-86.7792,35.461359,14.8,13.8,13.8,2,27,79.4,K8,1.6,0.8,2.3,484,421,430
Union City Schools,Union City Elementary School,38261,-89.0727,36.426933,6.5,8.8,6.6,2,46,79.4,K8,1.9,0.5,2.8,669,658,804
Shelby County Schools,Cordova Elementary,38018,-89.78249,35.157681,11.3,10.6,7.5,2,59,79.4,K8,1.3,0.5,2,875,809,827
Shelby County Schools,Mitchell High,38109,-90.07523,35.050286,31.3,33.1,26,2,30,79.4,HS,1,2,0.7,485,456,455
Hamilton County Schools,McConnell Elementary,37343,-85.21158,35.167987,7.6,5.4,9.4,2,32,79.5,K8,3.2,3.4,3.6,510,517,553
Clarksville-Montgomery County School System,Kenwood High,37042,-87.4056,36.58068,16.8,15.6,18.6,4,68,79.5,HS,1.3,0.5,3.8,1431,1236,1243
Putnam County School System,Upperman High School,38544,-85.64636,36.127733,16.7,17.9,19.4,3,38,79.5,HS,3.6,3.3,3.3,826,728,696
Johnson City Schools,Indian Trail Intermediate School,37601,-82.3386,36.331006,9.4,7.8,9.6,3,73,79.5,K8,3.6,0.4,3.6,1294,1228,1209
Wilson County School District,Mt. Juliet Middle School,37122,-86.49732,36.195016,7.8,10.2,11.9,5,90,79.6,K8,3.8,2.9,3.7,1303,1624,1642
Clarksville-Montgomery County School System,New Providence Middle,37042,-87.4056,36.58068,12.6,10.3,11.2,3,69,79.7,K8,1.7,0.7,3.1,1281,1145,1116
Shelby County Schools,Cordova High School,38016,-89.776835,35.177475,21.1,23.4,26.8,7,132,79.7,HS,1.1,3.5,4,2438,2270,2344
Sumner County Schools,White House High School,37188,-86.66941,36.467624,14.3,12.7,14,3,56,79.7,HS,2.7,1.9,3.1,860,836,878
Bledsoe County Schools,Cecil B Rigsby Elementary,37367,-85.17161,35.635097,9.3,7.9,10.1,1,14,80,K8,1,0.2,3.6,175,155,168
Bradley County Schools,Black Fox Elementary School,37311,-84.88723,35.146362,9.2,9.4,14.3,1,32,80,K8,2.6,0.3,3.5,561,518,513
Bradley County Schools,Taylor Elementary School,37323,-84.82836,35.114482,9.1,12.4,9.4,1,17,80,K8,2,0.4,2.8,210,207,201
Campbell County Schools,Wynn Habersham Elementary,37729,-84.02712,36.510252,18.6,12.8,27.1,1,12,80,K8,3,3,4,166,151,140
Cheatham County School District,Cheatham Middle School,37015,-87.06949,36.299293,9.1,10,15.1,2,41,80,K8,2.3,1.9,4,660,622,629
Claiborne County Schools,Clairfield Elementary,37715,-83.94202,36.567165,13,18.2,21.5,1,7,80,K8,1,2,4,84,78,93
Claiborne County Schools,Springdale Elementary,37879,-83.52357,36.465808,12.9,12.9,15.2,2,23,80,K8,4,3.8,4,336,313,321
Clay County Schools,Clay County High School,38551,-85.48904,36.547412,14.3,15.3,14.9,2,19,80,HS,2.8,3.8,2.2,331,317,301
Cocke County School System,Centerview Elementary,37821,-83.20116,35.963276,10.8,16.7,16.2,1,18,80,K8,2,0.6,2.4,295,248,275
Dyer County Schools,Holice Powell Elementary,38024,-89.38613,36.038042,11.4,6.9,12,1,16,80,K8,4,3.6,4,205,176,197
Greene County Schools,Ottway Elementary,37743,-82.85446,36.102325,13.4,4.9,6.6,1,16,80,K8,2.6,2.6,4,250,197,219
Hawkins County Schools,Carter's Valley Elementary,37642,-82.71292,36.534489,19.6,15.5,12.1,1,22,80,K8,1.2,2,1.4,290,249,239
Hawkins County Schools,Keplar Elementary,37857,-82.96804,36.413437,18.2,15.9,15.1,1,11,80,K8,3,2,2.8,98,92,106
Knox County Schools,Corryton Elementary,37721,-83.8066,36.141925,12.2,13.3,7.8,1,15,80,K8,3,2.6,1.4,227,210,205
Knox County Schools,West View Elementary,37921,-83.97413,35.973731,12.7,26.5,19.8,2,20,80,K8,2,3.2,1,258,193,188
Athens City Schools,Athens City Middle School,37303,-84.61975,35.441378,8.2,10.1,10,2,29,80,K8,2.7,3.9,2.5,549,483,498
Etowah City School,Etowah Elementary,37331,-84.53015,35.325991,11.8,4.3,0.8,1,26,80,K8,2.9,3.5,3.7,403,368,377
Clarksville-Montgomery County School System,Norman Smith Elementary,37040,-87.34142,36.528448,11.1,9,9.1,2,45,80,K8,2.9,2.9,3.1,603,560,565
Roane County Schools,Midtown Elementary,37748,-84.53135,35.930801,7.2,5.3,8.8,2,23,80,K8,3.6,4,4,285,261,308
Rutherford County Schools,Rocky Fork Middle School,37167,-86.52231,35.968513,5.3,10,8.3,3,50,80,K8,3.5,4,1.9,816,702,587
Sevier County School System,Pittman Center Elementary,37738,-83.47156,35.733627,11.4,7.8,8.3,2,22,80,K8,3.2,3.2,2.8,339,314,309
Shelby County Schools,Hollis F. Price Middle College,38126,-90.04359,35.126469,14.4,16.3,0.8,2,10,80,K8,3.2,4,1,110,109,118
Shelby County Schools,Vollentine Elementary,38107,-90.02224,35.167515,6.2,8,5.3,2,28,80,K8,2.8,1.4,3,403,339,328
Shelby County Schools,Westhaven Elementary,38109,-90.07523,35.050286,23.5,21.3,13,2,45,80,K8,2.3,0.5,0.3,896,802,775
Bartlett Municipal School District,Bon Lin Middle School,38133,-89.80518,35.208709,6,8.3,8.3,3,44,80,K8,3.2,2.8,2.9,800,767,749
Smith County School District,Forks River Elementary,38560,-85.88908,36.236398,12.1,7.4,5.7,1,13,80,K8,3,1.4,3,185,180,173
Sullivan County Schools,Sullivan Gardens K-8,37660,-82.55408,36.547133,13.5,12.4,14.6,2,33,80,K8,2,3.4,4,435,411,418
Sumner County Schools,Watt Hardison Elementary,37148,-86.51355,36.576137,8.7,4.5,5.8,1,30,80,K8,2.6,2.7,4,447,412,427
Williamson County Schools,Fairview High School,37062,-87.14128,35.976983,14.8,10.8,15.8,3,58,80,HS,2.1,1.4,3.7,743,747,744
Shelby County Schools,Southwind High,38125,-89.80329,35.035466,22.3,22,18.5,6,87,80.2,HS,1,0,1.5,1738,1640,1533
Williamson County Schools,Ravenwood High School,37027,-86.79121,36.007373,7.8,10.9,14.1,4,91,80.2,HS,4,3.6,4,1705,1667,1621
Lauderdale County Schools,Ripley Elementary,38063,-89.86859,35.637993,9,6,9.2,3,43,80.4,K8,1.9,2.3,4,620,591,624
Shelby County Schools,Ross Elementary,38141,-89.84701,35.016803,22.7,12,11.7,2,47,80.4,K8,1.1,0.4,2.5,687,663,702
Bartlett Municipal School District,Elmore Park Middle School,38134,-89.86559,35.193046,9.6,11.4,13.2,3,44,80.4,K8,2.4,0.2,3.9,868,823,815
Sumner County Schools,Howard Elementary,37066,-86.4548,36.388997,9.3,10.5,6.9,1,41,80.4,K8,2.6,2.8,2.1,627,568,507
Cumberland County Schools,Pleasant Hill Elementary,38578,-85.162272,36.007405,10.5,12.3,11.7,2,43,80.5,K8,2,2.6,2.4,654,611,608
Hamblen County Schools,Lincoln Heights Elementary,37813,-83.27474,36.186008,10.8,6.6,0,2,37,80.5,K8,2.9,4,3.2,571,497,509
Jackson-Madison County Schools,Andrew Jackson Elementary School,38305,-88.80653,35.693101,10.4,7.7,15,2,35,80.5,K8,2,2.8,4,511,523,550
Shelby County Schools,Cromwell Elementary,38118,-89.92426,35.048455,5.3,5.3,6.6,2,35,80.5,K8,1.7,0.4,4,527,464,519
Shelby County Schools,Overton High,38117,-89.90389,35.112929,24.9,31,23.6,4,77,80.5,HS,1,0.4,0.4,1350,1116,1157
Cleveland City Schools,E.L. Ross Elementary,37312,-84.86489,35.219532,9.6,8.2,6.5,1,24,80.6,K8,2.3,1.3,3,278,366,381
Monroe County Schools,Madisonville Middle School,37354,-84.35738,35.506259,15.5,9.7,20.9,2,32,80.6,K8,2.1,3.5,4,545,519,522
Murfreesboro City Schools,Hobgood Elementary,37130,-86.3648,35.860152,10,10.9,13.2,2,53,80.6,K8,2.2,3.8,4,694,688,661
Washington County Schools,Jonesborough Middle School,37659,-82.49704,36.293805,13.5,17.6,13.5,2,28,80.6,K8,3.6,3.9,1.4,439,412,388
Tipton County Schools,Munford Elementary,38058,-89.80845,35.451159,10.1,7.4,8.5,3,52,80.7,K8,3.7,3.6,3.7,801,765,776
Williamson County Schools,Nolensville High School,37135,-86.6686,35.940383,7.6,8.7,4.5,4,63,80.7,K8,3.6,3.6,2.6,1201,1082,761
Campbell County Schools,Jellico Elementary,37762,-84.13698,36.578257,17.4,23.9,18.2,2,21,80.8,K8,2.6,2.8,0,274,243,274
Hamilton County Schools,Lookout Valley Elementary,37419,-85.37276,35.031674,9.5,13.6,11.9,1,24,80.8,K8,3,2.5,2.1,302,293,287
Hawkins County Schools,Hawkins Elementary,37857,-82.96804,36.413437,16.2,14.2,13.4,1,23,80.8,K8,2,0.6,2.2,284,284,328
Knox County Schools,Rocky Hill Elementary,37919,-84.00384,35.922881,7.6,6.3,5,2,51,80.8,K8,3.8,2.5,3,812,757,773
Wilson County School District,Watertown Middle School,37184,-86.13715,36.096166,10,7.8,12.8,2,23,80.8,K8,0.8,0.4,4,315,300,329
Hamilton County Schools,Soddy Daisy High School,37379,-85.16227,35.269694,17.1,20.6,27.3,4,76,80.9,HS,3.9,1.9,3.7,1212,1190,1227
Robertson County Schools,Greenbrier Elementary,37073,-86.81023,36.427758,11,12.2,8.6,2,45,80.9,K8,2.6,2.7,1.9,652,621,620
Robertson County Schools,Jo Byrns High School,37032,-87.02542,36.522355,12.4,13.7,16.7,3,42,80.9,HS,1.1,1.1,4,608,587,608
Millington Municipal School District,Millington Central High School,38053,-89.90668,35.347965,17.3,16.1,21.5,4,54,80.9,HS,2.5,0.7,4,844,833,891
Sumner County Schools,Madison Creek Elementary,37072,-86.71879,36.35465,6.1,3.3,4.6,2,45,80.9,K8,3.8,0.4,4,681,660,677
Trousdale County Schools,Trousdale Co Elementary,37074,-86.15305,36.407653,10.5,7,6.2,2,42,80.9,K8,3.7,3.9,2.7,646,563,581
Washington County Schools,Grandview Elementary School,37690,-82.55708,36.254547,10.6,9.4,7.7,1,44,80.9,K8,2.6,2,2.1,691,621,614
McKenzie Special School District,McKenzie Elementary,38201,-88.52246,36.133065,8.9,6.8,8.6,2,38,81,K8,2.8,2,4,507,492,495
Fentress County Schools,York Elementary,38556,-84.93393,36.409385,15.8,11.2,16.9,2,32,81,K8,2,3,4,393,346,372
Monroe County Schools,Tellico Plains Junior High School,37385,-84.27728,35.345237,10.3,8.3,17.9,1,18,81,K8,2,2.7,4,290,286,298
Clarksville-Montgomery County School System,Northeast Middle,37040,-87.34142,36.528448,8.8,6.5,8.5,4,73,81,K8,1.7,0.2,3.5,1517,1256,1189
Clarksville-Montgomery County School System,Woodlawn Elementary,37191,-87.54263,36.503792,9.1,5.5,6.4,2,51,81,K8,3.7,0.5,3.7,842,748,735
Murfreesboro City Schools,John Pittard Elementary,37130,-86.3648,35.860152,8.5,7.7,9.2,2,58,81,K8,2.8,4,3.6,891,769,804
Shelby County Schools,Douglass High,38108,-89.96028,35.174165,16,13.4,32,3,38,81,HS,1,1.1,4,715,563,545
Shelby County Schools,Goodlett Elementary,38118,-89.92426,35.048455,18.7,15.7,10.1,3,35,81,K8,0.3,1.1,1.1,447,418,452
White County Schools,Doyle Elementary,38559,-85.51921,35.833271,7.1,10.4,6.9,1,18,81,K8,2.2,0.8,2,278,231,200
Williamson County Schools,Fred J Page High School,37064,-86.89919,35.893823,6.9,5.7,14.8,4,69,81,HS,3.6,2,4,1160,1156,1179
Anderson County Schools,Lake City Elementary,37769,-84.14984,36.221786,16.2,14.1,16.8,2,34,81.1,K8,2.8,2.2,3.4,455,419,419
Cleveland City Schools,G.R. Stuart Elementary,37311,-84.88723,35.146362,9.6,7.6,11.1,1,30,81.1,K8,2.8,2.3,4,283,355,427
Fentress County Schools,Pine Haven Elementary,38556,-84.93393,36.409385,12.9,5.9,9.4,2,32,81.1,K8,2,2,4,524,473,452
Knox County Schools,Karns High School,37931,-84.1182,35.976063,22,21.3,23.3,4,91,81.1,HS,1.8,0.3,3.1,1570,1687,1295
Maury County Schools,J. Brown Elementary,38401,-87.03565,35.619784,13.9,13.9,10.5,2,30,81.1,K8,2.2,2.1,1.4,329,265,285
Maury County Schools,Riverside Elementary,38401,-87.03565,35.619784,14,15.1,13.1,2,33,81.1,K8,1,2.2,2,386,365,382
Shelby County Schools,Sherwood Elementary,38111,-89.94363,35.10935,18.6,16.3,8.4,2,46,81.1,K8,1.3,0.6,1.3,629,600,684
Sumner County Schools,Walton Ferry Elementary,37075,-86.61173,36.311047,7.1,4.4,5.2,1,32,81.1,K8,3.9,2.7,4,497,459,443
Houston County Schools,Erin Elementary,37061,-87.68198,36.301089,13.9,11.6,13.7,1,27,81.3,K8,1.2,0.3,3.2,419,374,373
Knox County Schools,A L Lotts Elementary,37922,-84.12608,35.875925,8.6,7.8,6.7,4,61,81.3,K8,3.2,0.4,2.6,1076,969,938
Maury County Schools,Santa Fe Unit School,38482,-87.1517,35.77692,11.6,11.8,7.8,2,42,81.3,HS,2.8,3.6,2.6,566,577,574
Clarksville-Montgomery County School System,Cumberland Heights Elementary,37040,-87.34142,36.528448,7.4,8.3,8.6,2,45,81.3,K8,3.6,0.1,2.9,684,629,625
Roane County Schools,Bowers Elementary,37748,-84.53135,35.930801,13.4,13.7,13.6,2,36,81.3,K8,2.9,3.7,2.3,571,550,560
Johnson City Schools,North Side Elementary,37601,-82.3386,36.331006,13,8.5,6.8,2,27,81.3,K8,2.4,2.1,2.6,311,235,234
Wilson County School District,Wilson Central High School,37090,-86.31061,36.147433,13.3,15,17.3,6,123,81.3,HS,3.9,4,3.8,2101,1935,1941
Gibson County Special School District,Gibson County High School,38330,-89.01767,36.073575,14.1,10.9,11.9,3,33,81.4,HS,3,3.2,3.4,509,518,483
Hamilton County Schools,Soddy Daisy Middle School,37379,-85.16227,35.269694,17.1,20.2,26.2,2,31,81.4,K8,2.6,2,4,480,419,422
Lauderdale County Schools,Halls Elementary School,38040,-89.41989,35.879497,13,7.3,11,3,50,81.4,K8,2.5,1.4,3.9,633,586,652
Sumner County Schools,Benny C. Bills Elementary School,37066,-86.4548,36.388997,12,8.3,9,2,55,81.4,K8,2,2,3.4,812,696,769
Washington County Schools,Gray Elementary School,37615,-82.44593,36.405338,10.8,6.7,7.4,2,35,81.4,K8,3.8,3.9,3.4,564,540,543
Bradley County Schools,Ocoee Middle School,37311,-84.88723,35.146362,9.1,9.7,12.7,4,72,81.5,K8,1.9,0.7,3.7,1248,1182,1168
Campbell County Schools,Jellico High School,37762,-84.13698,36.578257,33,23.1,29,2,27,81.5,HS,2,3.6,4,321,304,306
Dickson County School District,Vanleer Elementary,37181,-87.49831,36.237999,9.2,9.1,7.1,2,22,81.5,K8,2.2,2,2,268,243,241
Hickman County Schools,Hickman Co Middle School,37033,-87.49418,35.76714,12.9,12.6,9.6,2,21,81.5,K8,2,0.3,2.4,423,355,349
Marion County Schools,Monteagle Elementary,37356,-85.82911,35.238756,11.6,13.7,5.5,1,19,81.5,K8,1,2.6,0.6,210,214,219
Sweetwater City Schools,Sweetwater Elementary,37874,-84.46613,35.598659,5.9,4.6,5.8,1,21,81.5,K8,2.3,2.1,3.9,331,333,353
Obion County Schools,Obion County Central High School,38260,-89.17888,36.358158,18.5,20.8,21,3,52,81.5,HS,2.4,0.3,2.8,858,830,880
Union City Schools,Union City Middle School,38261,-89.0727,36.426933,5.9,8.9,5.3,2,27,81.5,K8,2.6,2.3,2.2,504,459,359
Shelby County Schools,South Park Elementary,38111,-89.94363,35.10935,15.9,12.5,10.9,2,50,81.5,K8,3.1,3.8,2,584,515,602
Milan Special School District,Milan Middle School,38358,-88.76628,35.916722,5.2,3,3.5,2,40,81.6,K8,3.3,1.5,4,583,575,605
Hamblen County Schools,West Elementary,37814,-83.30799,36.225565,11.3,8.5,0.2,2,32,81.6,K8,3.7,3.8,3.2,505,447,479
Lawrence County Schools,David Crockett Elementary,38464,-87.37522,35.259613,12.5,9.1,6.5,2,32,81.6,K8,3.6,3.9,2,499,455,454
Marshall County Schools,Marshall Elementary,37091,-86.7792,35.461359,12.2,8.9,10.7,2,31,81.6,K8,3.2,2.2,3.9,474,445,456
Clarksville-Montgomery County School System,Montgomery Central Elementary,37052,-87.4039,36.371609,8.1,5.6,5.6,1,31,81.6,K8,3.4,1.3,3.5,524,450,446
Sullivan County Schools,Ketron Elementary School,37660,-82.55408,36.547133,15.6,21,18.7,2,43,81.6,K8,3.6,3.8,1.4,636,600,623
Claiborne County Schools,Ellen Myers Primary,37752,-83.61278,36.581713,16.4,11,13.1,2,17,81.8,K8,1,0.8,3.2,327,266,254
Metro Nashville Public Schools,Norman Binkley Elementary,37211,-86.72584,36.079259,13.2,10.7,10.2,2,43,81.8,K8,3,3.8,2.1,708,531,526
Gibson County Special School District,Spring Hill Elementary,38382,-88.95035,35.973431,10.2,7.3,9,1,12,81.8,K8,4,2,4,112,107,122
