district_name,school_name,zipcode,longitude,latitude,pct_chronically_absent_2020,percent_ca2019,percent_ca_2018,admin,teacher,percent_retained,pool,score_achievement,score_growth,score_absenteeism,students_total_2020,enrollment_2019,enrollment_2018
Anderson County Schools,Clinton High School,37716,-84.14656,36.099283,20.8,17.8,21.8,5,68,88.3,HS,2.9,1.7,4,1195,1120,1168
Cumberland County Schools,Cumberland County High School,38555,-85.05926,35.929314,18.4,15.1,19.9,5,60,88.4,HS,2.6,0.4,4,1051,1004,1001
Hamblen County Schools,Fairview Marguerite,37814,-83.30799,36.225565,8.6,6.5,0,2,37,88.4,K8,3,2.9,3.3,497,464,493
Hamilton County Schools,Ooltewah Elementary,37363,-85.06005,35.087881,7,4.5,7.3,4,64,88.4,K8,3.9,3.9,3.9,934,1019,988
Knox County Schools,Blue Grass Elementary,37922,-84.12608,35.875925,6,9,7.1,2,39,88.4,K8,4,3.5,2.6,584,577,587
Knox County Schools,Farragut Intermediate,37922,-84.12608,35.875925,7.1,7.7,5.4,3,65,88.4,K8,3.6,3.8,2.8,1124,1097,1066
Benton School System,Big Sandy School,38221,-88.04885,36.254423,7.5,6.1,14.9,1,21,88.5,K8,1.2,1.2,4,280,259,271
Cheatham County School District,Sycamore Middle School,37146,-87.0285,36.393153,15.2,12,11.7,2,48,88.5,K8,2.5,3.5,2.3,752,781,786
Dyer County Schools,Dyer County High School,38059,-89.25419,36.114872,14,18.6,23.1,4,68,88.5,HS,3.6,3.5,3.7,1182,1157,1200
Greene County Schools,Baileyton Elementary,37745,-82.81406,36.229928,9.8,8.8,7,1,22,88.5,K8,3.8,2.8,3,398,322,309
Sullivan County Schools,Blountville Middle School,37617,-82.37229,36.534729,16.8,13.1,18.5,1,23,88.5,K8,1.2,0.4,3.6,356,330,353
Unicoi County Schools,Unicoi Co High School,37650,-82.4273,36.128301,13.2,25.7,24.4,4,54,88.5,HS,1.3,1.7,2.1,814,787,785
Union County Schools,Paulette Elementary School,37807,-83.82558,36.251265,14.7,8.2,8.1,1,26,88.5,K8,1,0.4,2.8,375,381,395
Wilson County School District,Mt. Juliet High School,37122,-86.49732,36.195016,14.7,12.6,17.7,6,127,88.5,HS,3.3,3.9,4,2340,2220,2180
Cannon County School District,Cannon County High School,37190,-86.05538,35.813335,15.5,10.6,21.7,2,40,88.6,HS,1.4,0.4,4,597,572,570
Grundy County Schools,Tracy Elementary,37387,-85.74039,35.275367,7.1,4,11.8,4,29,88.6,K8,3,2,4,323,300,317
Shelby County Schools,Raleigh-Bartlett Meadows Elementary,38134,-89.86559,35.193046,26.4,16,14.2,1,33,88.6,K8,1,1.1,2.3,559,462,448
Shelby County Schools,Oak Forest Elementary,38119,-89.84892,35.082936,12.3,4.9,5.8,1,33,88.6,K8,2,3.6,4,434,426,398
Sullivan County Schools,Bluff City Middle School,37618,-82.22998,36.469605,20.6,12.9,16,2,30,88.6,K8,2,2,3.6,365,443,458
Sumner County Schools,Station Camp High School,37066,-86.4548,36.388997,10.8,12.1,13.5,5,93,88.6,HS,3.3,3.6,3.3,1387,1469,1619
Washington County Schools,Daniel Boone High School,37615,-82.44593,36.405338,19.7,15.6,19.5,5,78,88.6,HS,3,1.4,3.7,1346,1256,1262
Weakley County Schools,Dresden Elementary,38225,-88.6869,36.305305,8.6,8.4,10.3,1,30,88.6,K8,4,3.9,4,492,457,447
Bradley County Schools,Bradley Central High School,37311,-84.88723,35.146362,21.5,19.3,24.6,3,104,88.7,HS,1,2,4,1775,1716,1750
Sevier County School System,Catlettsburg Elementary School,37876,-83.48694,35.860157,16.4,14.5,12.7,3,42,88.7,K8,2.8,3.7,1.9,701,603,597
Bristol City Schools,Tennessee High School,37620,-82.16869,36.561341,11,16.2,17.8,6,77,88.7,HS,2.7,3.2,2.6,1152,1145,1208
Knox County Schools,Powell High School,37849,-84.04192,36.044507,23.5,21.9,25.1,4,81,88.8,HS,1.9,1.7,3.9,1425,1313,1308
Bedford County Schools,East Side Elementary,37160,-86.45974,35.47066,14.4,13,17.6,2,33,88.9,K8,2,1.5,3.8,470,431,444
Bledsoe County Schools,Mary V Wheeler Elementary,37367,-85.17161,35.635097,7.7,8,6.4,1,16,88.9,K8,4,2.8,3,221,208,218
Crockett County Schools,Crockett County High School,38001,-89.14016,35.796157,11.7,6.1,4.5,4,57,88.9,HS,1.1,0.4,3.9,914,869,879
Monroe County Schools,Coker Creek Elementary,37385,-84.27728,35.345237,24.7,21.6,20.2,1,6,88.9,K8,2,3,2,94,88,94
Clarksville-Montgomery County School System,Barksdale Elementary,37043,-87.2572,36.506407,7.8,6.3,9.2,3,41,88.9,K8,3.5,1.1,4,653,561,542
Scott County Schools,Robbins Elementary,37852,-84.6022,36.335832,9.7,11,9,1,25,88.9,K8,3.6,3.4,2,314,293,274
Sevier County School System,Northview Junior Academy,37764,-83.61374,35.97555,16.1,14.9,16.4,3,30,88.9,K8,1.6,3,3.1,689,635,602
Sumner County Schools,Beech Elementary,37075,-86.61173,36.311047,6.7,4.2,6.1,1,32,88.9,K8,3.6,1.9,3.8,588,418,415
Union County Schools,Luttrell Elementary,37779,-83.75046,36.20423,9.2,10.3,11,1,23,88.9,K8,2,2,2.6,282,295,295
Warren County School District,Morrison Elementary,37357,-85.92275,35.596484,6.1,6.8,8.9,1,29,88.9,K8,2.1,1.9,4,415,398,402
Dyersburg City Schools,Dyersburg Middle School,38024,-89.38613,36.038042,10.8,6.5,10,3,42,89.1,K8,3.2,2.8,4,603,556,586
Shelby County Schools,Craigmont High,38128,-89.92588,35.219882,30.9,36.8,15.1,5,54,89.1,HS,1.3,1.9,0,861,830,866
Shelby County Schools,Fox Meadows Elementary,38115,-89.86291,35.057311,28.9,17.3,17.8,2,41,89.1,K8,1.2,2.2,2.2,660,579,568
Blount County Schools,Carpenters Elementary School,37803,-83.98412,35.693358,8.7,5,1.6,2,36,89.2,K8,4,1.2,3.6,509,505,496
Humphreys County School System,Mc Ewen Elementary,37101,-87.64489,36.069712,11.8,12.9,10.3,2,31,89.2,K8,2.6,0.6,2,461,437,436
Knox County Schools,Dogwood Elementary,37920,-83.89042,35.923517,26.4,25.2,25.4,3,56,89.2,K8,2.9,1.3,2.3,577,525,600
Monroe County Schools,Madisonville Intermediate School,37354,-84.35738,35.506259,17.7,7.2,16.2,3,31,89.2,K8,2,0.5,4,493,471,517
Kingsport City Schools,George Washington Elementary School,37660,-82.55408,36.547133,7.9,7.4,7.2,2,34,89.2,K8,3.4,3.2,2.7,504,463,463
Blount County Schools,Lanier Elementary,37742,-84.1817,35.66806,24.4,12.6,10.5,1,25,89.3,K8,2,1.6,2,324,313,333
Blount County Schools,Middlesettlements,37777,-84.01196,35.835374,6,5.8,8.1,1,26,89.3,K8,2.6,3.6,4,336,328,342
Jackson-Madison County Schools,Denmark Elementary,38391,-89.00984,35.560669,9.4,8.7,13.8,1,25,89.3,K8,2,1.2,4,427,368,378
Polk County Schools,Benton Elementary,37307,-84.63913,35.172376,11.3,19,20.2,1,25,89.3,K8,2.6,1,2.8,379,385,388
Shelby County Schools,Double Tree Elementary,38109,-90.07523,35.050286,24.1,11.6,10.7,1,24,89.3,K8,2,0.4,2.5,429,375,337
Sullivan County Schools,Indian Springs Elementary,37664,-82.51162,36.522968,7.2,7.2,8.8,2,25,89.3,K8,2.2,0.8,3.6,372,376,364
Shelby County Schools,Crump Elementary,38141,-89.84701,35.016803,16.3,14,9.4,2,46,89.4,K8,1.1,0.7,1.8,570,558,613
Shelby County Schools,Downtown Elementary,38103,-90.0534,35.146131,16.6,9.4,6.6,2,46,89.4,K8,3,0.4,2,730,608,610
Johnson City Schools,Science Hill High School,37604,-82.3802,36.312633,18.5,19.3,16,8,146,89.4,HS,3.2,3.5,2.1,2392,2280,2227
Decatur County Schools,Decatur County Middle School,38363,-88.1184,35.66088,9.3,10.9,9.3,2,34,89.5,K8,2.6,1.4,2.1,483,458,478
Franklin County Schools,North Lake Elementary,37388,-86.21484,35.357522,7.3,8.4,6.8,1,19,89.5,K8,3,2.8,3.2,244,257,252
Franklin County Schools,Sewanee Elementary,37375,-85.91048,35.193891,10.1,5.2,7.4,1,16,89.5,K8,4,2,4,206,196,189
Hancock County Schools,Hancock County Elementary,37869,-83.22818,36.521297,11.3,13.2,13.2,1,30,89.5,K8,0.4,0,2.2,468,442,446
Hardin County Schools,West Hardin Elementary,38310,-88.38425,35.241412,20,10,14.4,1,14,89.5,K8,4,2.8,4,192,176,191
Lawrence County Schools,Lawrence Co High School,38464,-87.37522,35.259613,8.6,22.4,19,5,64,89.6,HS,2.3,1.1,1.3,1149,1096,1107
Clarksville-Montgomery County School System,Rossview Middle,37043,-87.2572,36.506407,8,7,8.9,4,76,89.6,K8,3.2,0.2,3.7,1600,1395,1294
Roane County Schools,Ridge View Elementary,37854,-84.70042,35.861763,9.3,8.4,11.6,2,41,89.6,K8,1.9,3.6,3.3,614,584,579
Oak Ridge City Schools,Willow Brook Elementary,37830,-84.27044,35.992691,14.6,8.6,12.1,2,29,89.7,K8,1.4,1.7,3.7,395,361,376
Metro Nashville Public Schools,Crieve Hall Elementary,37220,-86.77266,36.069659,7.3,4.8,7.6,1,38,89.7,K8,3.4,3,3.9,562,476,445
Robertson County Schools,Watauga Elementary,37152,-86.76679,36.396821,8,5.9,7.5,2,25,89.7,K8,2.6,2,3.7,396,385,361
Sequatchie County Schools,Griffith Elementary,37327,-85.38755,35.399109,16.8,15.9,13.1,3,60,89.7,K8,1.6,0.7,1.4,819,770,757
Shelby County Schools,Central High,38104,-90.00463,35.133825,19.4,19.1,17.2,5,88,89.7,HS,2.8,3.8,2,1536,1507,1529
Shelby County Schools,Hickory Ridge Middle,38115,-89.86291,35.057311,17.7,12.5,6.9,3,54,89.7,K8,1.2,0.4,2,976,890,844
Sullivan County Schools,Colonial Heights Middle,37663,-82.49765,36.468953,12.6,8.9,10.2,2,24,89.7,K8,2.8,1.7,3.6,368,348,336
Kingsport City Schools,Andrew Johnson Elementary School,37664,-82.51162,36.522968,9.6,7.1,7.5,2,37,89.7,K8,3.4,3.5,3.1,545,565,539
Sumner County Schools,Lakeside Park Elementary,37075,-86.61173,36.311047,10.1,7.2,6.2,1,27,89.7,K8,4,3.6,3,351,323,329
Unicoi County Schools,Unicoi Co Middle School,37650,-82.4273,36.128301,10.3,23.1,23.2,2,36,89.7,K8,1.7,0.2,2.5,538,558,567
Weakley County Schools,Gleason School,38229,-88.60614,36.223573,10.3,6.4,9.8,2,33,89.7,HS,2,3,4,462,433,461
Grainger County Schools,Grainger High School,37861,-83.51516,36.243526,27.9,28.5,21.8,3,51,89.8,HS,0.9,0.3,1.4,943,922,916
Marion County Schools,Jasper Elementary School,37347,-85.61818,35.065007,13.7,21.6,14,2,43,89.8,K8,1.6,2.7,0.1,656,644,670
Sumner County Schools,Harold B. Williams Elementary School,37188,-86.66941,36.467624,7.9,5.7,6.9,3,44,89.8,K8,3.6,0.7,4,729,656,673
Alvin C York Institute,Alvin C. York Institute,38556,-84.93393,36.409385,14.4,14,12.1,2,44,89.8,HS,3,3.8,3,547,516,540
Shelby County Schools,White Station High,38117,-89.90389,35.112929,13.2,17.9,21.6,6,131,89.9,HS,3.4,2.9,4,2115,2144,2207
Collierville Municipal School District,West Collierville Middle School,38017,-89.67417,35.057224,7.6,5.3,4.4,4,69,89.9,K8,3.6,1,3.9,1334,1237,1100
Williamson County Schools,Franklin High School,37064,-86.89919,35.893823,8.2,10.5,10.9,5,110,89.9,HS,3.6,3.6,2.7,1807,1795,1807
Claiborne County Schools,Tazewell-New Tazewell Elementary,37825,-83.65241,36.417235,20,20,23.9,2,32,90,K8,1.6,0.8,3.8,589,465,496
Manchester City Schools,College Street Elementary,37355,-86.08414,35.500068,10.8,11.8,12.3,2,33,90,K8,2.4,2.2,2.3,475,410,419
Tullahoma City Schools,East Middle School,37388,-86.21484,35.357522,14.9,13.7,18,1,25,90,K8,1.9,0.4,3.7,464,432,396
Franklin County Schools,Broadview Elementary,37398,-86.14045,35.192829,6.3,3.1,3,1,17,90,K8,4,2.6,4,234,227,232
Grainger County Schools,Rutledge Middle School,37861,-83.51516,36.243526,20.3,18.7,15.5,2,26,90,K8,2,3.4,1.8,467,469,473
Hamblen County Schools,East Ridge Middle School,37891,-83.13987,36.277627,8.8,8.3,0.2,2,36,90,K8,2.6,1.3,2.6,597,590,615
Houston County Schools,Houston Co Middle School,37061,-87.68198,36.301089,15.2,11.6,18.2,1,16,90,K8,1.4,0.5,3.7,314,292,298
Knox County Schools,Gibbs Elementary,37721,-83.8066,36.141925,14,12,13.2,2,58,90,K8,3.2,4,3.1,931,861,864
Lewis County Schools,Lewis County Intermediate School,38462,-87.54905,35.535397,10.6,5.6,12.6,1,25,90,K8,2.6,0.4,4,364,376,390
Marion County Schools,South Pittsburg High School,37380,-85.72513,35.045886,13.5,18.6,15.7,2,27,90,HS,1,0.2,2.3,427,407,408
Sullivan County Schools,Central Heights Elementary,37617,-82.37229,36.534729,7.3,3.9,6.6,1,17,90,K8,3.4,3.6,4,248,223,213
Tipton County Schools,Munford High School,38058,-89.80845,35.451159,12.4,7.7,13.5,5,70,90,HS,3.5,3.6,4,1263,1255,1269
Wilson County School District,Tuckers Crossroads Elementary,37087,-86.29271,36.240331,5.9,7.5,10,2,36,90,K8,2,2.3,4,415,393,422
Rutherford County Schools,Rockvale Middle School,37153,-86.55056,35.751016,5.1,8.8,5.8,3,64,90.1,K8,3.2,4,2.6,1363,1086,995
Metro Nashville Public Schools,Andrew Jackson Elementary,37138,-86.62308,36.243698,8.4,5.7,6.1,2,38,90.2,K8,2.6,3.9,4,535,479,499
Hamilton County Schools,Allen Elementary,37379,-85.16227,35.269694,8,6.3,7.7,2,35,90.2,K8,4,3.5,3.6,505,499,512
Lenoir City Schools,Lenoir City Intermediate/Middle School,37771,-84.29301,35.815524,9.1,9.2,12.2,2,33,90.2,K8,2.7,4,4,678,647,629
Jackson-Madison County Schools,Pope School,38305,-88.80653,35.693101,8.1,7.8,10,2,40,90.2,K8,1.9,0.4,4,725,638,620
Meigs County School System,Meigs County High School,37322,-84.80741,35.503723,10.4,8.7,9.9,2,36,90.2,HS,2,2.4,4,550,545,537
Putnam County School System,Prescott South Elementary,38506,-85.46238,36.177831,8,7.5,7.8,2,38,90.2,K8,3,2.7,3.1,561,510,508
Putnam County School System,Upperman Middle School,38544,-85.64636,36.127733,13.2,12.4,12.9,3,44,90.2,K8,1.7,2.9,2.4,845,803,775
Sullivan County Schools,Bluff City Elementary,37618,-82.22998,36.469605,12.9,11.5,16.9,2,34,90.2,K8,2,2.9,4,596,494,532
Lebanon Special School District,Byars Dowdy Elementary,37087,-86.29271,36.240331,5.8,7,8.5,2,45,90.2,K8,2.9,2.3,4,602,549,580
Blount County Schools,Heritage High School,37804,-83.93591,35.781607,14.8,8.9,12.8,6,95,90.3,HS,2.5,1.9,4,1566,1396,1526
Bradley County Schools,Oak Grove Elementary School,37323,-84.82836,35.114482,10.7,8.1,11,1,26,90.3,K8,3.2,3.6,3.9,400,355,351
Cheatham County School District,Kingston Springs Elementary,37082,-87.1106,36.084917,7.2,3.9,9.2,1,25,90.3,K8,4,4,4,351,337,366
Metro Nashville Public Schools,Moses McKissack Middle,37209,-86.8559,36.151324,22.2,17.6,21.8,2,25,90.3,K8,1.1,0.4,4,418,308,330
Hawkins County Schools,Church Hill Intermediate School,37857,-82.96804,36.413437,7.9,9.7,7.9,2,26,90.3,K8,2.4,0.4,1.4,393,386,391
Perry County Schools,Perry County High School,37096,-87.87486,35.61432,46.9,16.6,13.3,2,26,90.3,HS,2,0,2.2,329,297,315
Unicoi County Schools,Unicoi Elementary,37692,-82.31214,36.20493,8.9,16.1,14.7,1,26,90.3,K8,2,2.3,2.3,303,276,296
Cumberland County Schools,North Cumberland Elementary,38571,-85.094842,36.04347,11.3,9.7,9.1,2,39,90.5,K8,1.8,0.8,2,684,639,627
Dyer County Schools,Finley Elementary,38030,-89.60112,35.980206,5.4,5.9,7.9,1,16,90.5,K8,3.6,1.2,4,255,248,283
Hamilton County Schools,Sale Creek Middle / High School,37373,-85.10329,35.391643,17.2,16,28.2,2,36,90.5,HS,3,3.8,4,579,554,535
Houston County Schools,Tennessee Ridge Elementary,37178,-87.77676,36.323799,15.7,22.3,22.6,1,17,90.5,K8,1.6,2.8,2.2,225,217,224
Knox County Schools,West Valley Middle School,37922,-84.12608,35.875925,9.1,9.4,10.7,3,68,90.5,K8,3.2,3.7,3.7,1275,1225,1207
Perry County Schools,Lobelville Elementary,37097,-87.80286,35.769743,13.3,6.6,5.4,1,17,90.5,K8,2.6,2,2.6,214,174,185
Shelby County Schools,Ida B. Wells Academy ES/MS,38126,-90.04359,35.126469,27,11.2,12,2,18,90.5,K8,3,0,2.8,164,175,171
Sullivan County Schools,Sullivan East High School,37618,-82.22998,36.469605,18.4,16.5,21.7,3,62,90.5,HS,1.6,2.2,4,904,842,878
Decatur County Schools,Parsons Elementary,38363,-88.1184,35.66088,10.2,11.4,11.4,2,27,90.6,K8,3,2.6,2.5,363,317,352
Giles County Schools,Minor Hill School,38473,-87.16763,35.026969,7,9.1,7.4,2,29,90.6,K8,2.6,3.6,2.2,356,347,368
Hardeman County Schools,Bolivar Middle School,38008,-88.98751,35.25543,9.1,14.8,16.8,2,27,90.6,K8,1.1,4,3.1,401,366,358
Meigs County School System,Meigs Middle School,37322,-84.80741,35.503723,11.8,9.1,9,2,26,90.6,K8,2,2,2.4,431,392,386
Carter County Schools,Happy Valley Elementary,37601,-82.3386,36.331006,14,17.7,20.7,2,37,90.7,K8,4,3.6,4,492,472,527
Hamblen County Schools,Hillcrest Elementary,37813,-83.27474,36.186008,7.4,4.1,0,2,36,90.7,K8,2.2,3.8,3.9,612,554,549
Sumner County Schools,Portland West Middle School,37148,-86.51355,36.576137,9.2,6.4,10.4,2,37,90.7,K8,2.6,0.7,4,585,572,547
Knox County Schools,Sarah Moore Greene Magnet Technology Academy,37914,-83.84981,35.988528,20.3,24.8,19.3,3,56,90.8,K8,2,4,0.6,679,550,552
Sevier County School System,Pigeon Forge High School,37863,-83.5605,35.792313,31.7,33.7,32.2,3,56,90.8,HS,2.3,2,1.6,687,707,713
Shelby County Schools,Germantown High,38138,-89.80677,35.088885,11.4,10.8,8,7,109,90.8,HS,2.1,3.6,2.9,2165,1976,2015
White County Schools,White County High School,38583,-85.45113,35.943026,12.5,10.2,13.3,5,66,90.8,HS,2.7,2.7,4,1215,1158,1185
Williamson County Schools,Oak View Elem School,37064,-86.89919,35.893823,5.4,1,2,2,55,90.8,K8,2.4,1.6,4,380,831,839
Benton School System,Camden Central High School,38320,-88.10137,36.050286,12.8,13.4,12.5,2,37,90.9,HS,2.8,1.7,2.9,572,637,583
Coffee County Schools,Hickerson Elementary,37388,-86.21484,35.357522,6,7.3,4.1,2,17,90.9,K8,2.6,1,2.8,228,187,176
Paris Special School District,Paris Elementary,38242,-88.32891,36.300311,11.2,11.8,12.6,2,40,90.9,K8,2.6,1.9,2.6,540,522,556
Meigs County School System,Meigs North Elementary,37322,-84.80741,35.503723,8.2,3.8,10.6,1,31,90.9,K8,2.6,0.4,4,424,399,384
Polk County Schools,South Polk Elementary,37362,-84.73957,35.043475,15.3,17.7,14.8,1,20,90.9,K8,3.6,3.6,1.4,344,294,290
Dayton City School,Dayton City Elementary,37321,-85.01032,35.495894,6.9,8.4,9.1,2,59,90.9,K8,2.9,3.9,3.4,921,841,861
Sevier County School System,Pi Beta Phi Elementary,37738,-83.47156,35.733627,14.4,14.8,12.6,2,41,90.9,K8,2.7,3.5,2.2,455,421,459
Shelby County Schools,Germantown Elementary,38138,-89.80677,35.088885,11,6.2,4.6,2,48,90.9,K8,2.8,0.3,3.1,684,645,641
Sumner County Schools,Clyde Riggs Elementary,37148,-86.51355,36.576137,12.7,11.4,9.6,2,18,90.9,K8,4,4,2,294,257,246
Tipton County Schools,Covington High School,38019,-89.64201,35.560622,13.2,11.3,12.7,4,45,90.9,HS,2.7,3.9,3.4,806,757,829
Achievement School District,KIPP Memphis Preparatory Elementary,38106,-90.04017,35.103019,25.1,21.7,37.3,1,19,90.9,K8,1,1,4,440,412,313
Anderson County Schools,Anderson County High School,37716,-84.14656,36.099283,16.9,15.1,18.3,5,53,91,HS,2.6,3.6,4,1144,1075,1056
Bradley County Schools,Lake Forest Middle School,37323,-84.82836,35.114482,12.3,13.5,19.9,3,71,91.1,K8,1.9,0.5,4,1175,1113,1077
Hamilton County Schools,Chatt High Center For Creative Arts,37405,-85.31903,35.081323,8.8,8.1,11,2,38,91.1,HS,3.6,3.7,4,635,586,597
Knox County Schools,Ritta Elementary,37918,-83.92511,36.046598,12.2,13.2,12.8,2,41,91.1,K8,2.7,2.6,2,614,558,569
Sevier County School System,Northview Elementary,37764,-83.61374,35.97555,23.8,16.6,17.5,2,41,91.1,K8,2.4,1.3,2.4,550,508,456
Bartlett Municipal School District,Bartlett High School,38134,-89.86559,35.193046,10.3,8.8,9.5,8,152,91.1,HS,3,3.6,3.7,2872,2734,2726
Putnam County School System,Park View Elementary,38501,-85.52054,36.1832,13.9,8.3,14.1,2,27,91.2,K8,2,2.6,4,401,334,336
Oneida Special School District,Oneida High School,37841,-84.51808,36.49787,10.3,12.5,9,1,29,91.2,HS,3,3.2,2.6,427,395,414
Warren County School District,Hickory Creek School,37110,-85.787,35.687286,15.5,12.4,8.4,1,53,91.2,K8,2.6,2.5,1.7,694,641,628
Fentress County Schools,Clarkrange High School,38553,-85.00757,36.209271,16.4,12.7,12.5,1,24,91.3,HS,3,2.6,3,296,308,289
Maury County Schools,J E Woody Elementary,38474,-87.22342,35.52478,15.6,12,9.4,2,41,91.3,K8,2.4,3.3,2.1,518,490,473
Wayne County Schools,Collinwood Middle School,38450,-87.77263,35.187869,13.2,19,20.1,1,22,91.3,K8,2.4,3.6,2.6,286,267,275
Bradley County Schools,Park View Elementary School,37323,-84.82836,35.114482,11.8,9.1,11.9,1,31,91.4,K8,2.6,3.1,3.9,419,402,432
Robertson County Schools,Krisle Elementary,37172,-86.86892,36.513979,7.3,10,9.6,2,26,91.4,K8,3.4,4,2.6,367,314,348
Kingsport City Schools,Abraham Lincoln Elementary School,37664,-82.51162,36.522968,13.7,13.7,17.2,2,33,91.4,K8,2.9,1.4,4,429,424,447
Elizabethton City Schools,T A Dugger Junior High School,37643,-82.18843,36.355251,12.2,9.5,7.5,4,40,91.5,K8,3.2,2.1,2.3,655,607,576
Hamblen County Schools,Russellville Elementary,37860,-83.19321,36.248645,7.5,4.4,1.4,2,45,91.5,K8,3.5,2.6,3.7,540,534,556
Knox County Schools,Hardin Valley Academy,37932,-84.17255,35.919695,11,12.2,12.3,6,120,91.5,HS,3.2,3.1,3.2,2178,2074,2051
McNairy County Schools,McNairy Central High School,38375,-88.59327,35.165045,8.9,14.5,19.6,3,55,91.5,HS,2.9,1.9,3.9,872,819,793
Clarksville-Montgomery County School System,Clarksville High,37043,-87.2572,36.506407,11,10.1,13.3,4,77,91.6,HS,3.2,3.7,3.7,1489,1384,1386
Clinton City School District,South Clinton Elementary,37716,-84.14656,36.099283,8.5,6.2,12.4,1,21,91.7,K8,3.2,2,4,305,252,263
Maryville City Schools,Coulter Grove Intermediate School,37804,-83.93591,35.781607,5.9,4.7,3.9,4,51,91.7,K8,3.9,3.7,3.5,831,828,809
Bradley County Schools,Charleston Elementary School,37310,-84.76927,35.275808,12.2,12.1,12.2,1,22,91.7,K8,2.6,3.7,2.1,338,302,276
Campbell County Schools,Elk Valley Elementary,37847,-84.27781,36.432891,10.9,10.8,20.7,1,12,91.7,K8,1.6,1.6,4,142,122,120
Carter County Schools,Hampton Elementary,37658,-82.17558,36.269157,14.4,20.2,20,2,41,91.7,K8,2,3.8,2.2,603,591,576
Carter County Schools,Little Milligan,37640,-81.97775,36.335618,9.4,12.8,5.6,1,11,91.7,K8,2,4,1.6,138,144,134
Crockett County Schools,Gadsden Elementary,38337,-89.01731,35.794403,13.4,6.7,5.7,1,10,91.7,K8,2,3,2.6,137,119,128
Decatur County Schools,Decaturville Elementary,38329,-88.12345,35.546839,6.4,6.6,12.7,1,23,91.7,K8,4,2,4,241,228,229
Henderson County Schools,South Haven Elementary,38351,-88.40535,35.658409,11.1,10.3,10.1,1,21,91.7,K8,2.6,1.7,2,347,335,322
Houston County Schools,Houston Co High School,37061,-87.68198,36.301089,22.6,22.1,24.3,2,32,91.7,HS,2.4,2,2.9,424,424,418
Obion County Schools,Ridgemont Elementary,38261,-89.0727,36.426933,14.8,11.8,9.9,2,31,91.7,K8,2,2,2.6,384,358,340
Polk County Schools,Copper Basin Elementary School,37317,-84.3859,35.008596,18.9,18.4,15.2,1,20,91.7,K8,3.6,2,2.2,332,283,291
Bartlett Municipal School District,Altruria Elementary,38134,-89.86559,35.193046,5.7,4.5,4.2,3,53,91.7,K8,3.7,3.8,3.6,835,816,824
Smith County School District,Smith County High School,37030,-85.94893,36.264959,9.9,9.8,10.6,3,46,91.7,HS,2.7,0.3,3.9,585,599,637
Greeneville City Schools,Greeneville Middle School,37743,-82.85446,36.102325,8,4.6,9.5,2,45,91.8,K8,2.3,0.1,4,742,718,714
Lenoir City Schools,Lenoir City High School,37771,-84.29301,35.815524,15.8,15.2,14.5,4,65,91.8,HS,3,3.5,2.6,1305,1185,1156
Sullivan County Schools,Sullivan South High School,37664,-82.51162,36.522968,11.7,15.9,16.8,3,52,91.8,HS,3,3.2,2.6,792,828,850
Lebanon Special School District,Castle Heights Elementary,37087,-86.29271,36.240331,13.7,8.6,9.5,2,48,91.8,K8,3.3,0.7,2.7,783,695,634
Cocke County School System,Parrottsville Elementary,37843,-83.05351,36.013728,14.8,16.7,14.2,1,31,91.9,K8,1.6,1.3,1.4,550,462,468
Jefferson County Schools,Jefferson Co High School,37725,-83.39791,35.996454,16.2,23.3,20.6,7,131,91.9,HS,2.5,3.4,1.4,2330,2084,2089
Kingsport City Schools,Dobyns - Bennett High School,37664,-82.51162,36.522968,20.3,16.9,19.8,10,155,91.9,HS,3.6,3.3,3.7,2441,2287,2244
Wayne County Schools,Collinwood Elementary,38450,-87.77263,35.187869,12.9,17.8,15.2,2,30,91.9,K8,1.8,2.2,2.4,339,315,324
Hardeman County Schools,Toone Elementary,38381,-88.95209,35.35452,6.5,9.8,7.8,1,21,92,K8,2,1.4,2,243,237,227
Overton County Schools,Hilham Elementary,38568,-85.45701,36.414282,5.7,5.1,6.6,2,21,92,K8,2.6,2.2,4,299,273,281
Overton County Schools,Livingston Middle School,38570,-85.32585,36.376289,13,8.8,14.6,2,22,92,K8,1.8,1.2,4,332,315,320
Polk County Schools,Chilhowee Middle School,37307,-84.63913,35.172376,12.9,14.1,16.1,2,23,92,K8,3.6,3,4,358,355,389
Putnam County School System,Cornerstone Elementary,38544,-85.64636,36.127733,7.2,9.1,11.4,2,21,92,K8,2.6,2,4,399,342,326
Humphreys County School System,Waverly Jr High School,37185,-87.81626,36.085376,15,12.5,10.3,2,32,92.1,K8,2,0,1.9,622,592,588
Marion County Schools,South Pittsburg Elementary,37380,-85.72513,35.045886,10.2,15.5,10.6,2,31,92.1,K8,1.1,0.7,1,477,466,435
Union City Schools,Union City High School,38261,-89.0727,36.426933,5.9,8,3.2,2,36,92.1,HS,3.6,3.7,3.7,438,450,448
Shelby County Schools,Grahamwood Elementary,38122,-89.92315,35.155589,12.6,8,5.6,2,73,92.1,K8,3.2,0.6,2.8,1047,981,984
Kingsport City Schools,Ross N. Robinson Middle School,37664,-82.51162,36.522968,13,13.7,11.6,3,55,92.1,K8,3.2,0.9,1.3,1074,974,968
Rogersville City School,Rogersville Elementary,37857,-82.96804,36.413437,15.1,9.8,11.7,2,46,92.2,K8,2.6,3.5,4,666,646,650
