district_name,index,school_name,zipcode,longitude,latitude,students_enrolled,number_of_teachers,percent_ca,percent_retained,pool,score_achievement
Smith County School District,2232,Gordonsville Elementary School,38563,-85.9832,36.182334,317.0,19,3.1,95.8,K8,3.6
Smith County School District,2233,Smith County High School,37030,-85.94893,36.264959,599.0,46,9.8,91.7,HS,2.7
Smith County School District,2234,Smith County Middle School,37030,-85.94893,36.264959,319.0,18,8.5,78.3,K8,2.6
Stewart County Schools,2235,Stewart County Middle School,37058,-87.85877,36.477136,514.0,26,7.0,87.1,K8,2.2
Stewart County Schools,2236,Dover Elementary,37058,-87.85877,36.477136,446.0,31,6.6,84.2,K8,4.0
Stewart County Schools,2237,North Stewart Elementary,37023,-87.79018,36.574224,363.0,27,10.7,96.7,K8,2.2
Stewart County Schools,2238,Stewart Co High School,37058,-87.85877,36.477136,667.0,42,9.1,86.7,HS,2.0
Sullivan County Schools,2239,Blountville Elementary,37617,-82.37229,36.534729,284.0,25,11.2,82.1,K8,2.0
Sullivan County Schools,2240,Blountville Middle School,37617,-82.37229,36.534729,330.0,23,13.1,88.5,K8,1.2
Sullivan County Schools,2241,Bluff City Elementary,37618,-82.22998,36.469605,494.0,34,11.5,90.2,K8,2.0
Sullivan County Schools,2242,Bluff City Middle School,37618,-82.22998,36.469605,443.0,30,12.9,88.6,K8,2.0
Sullivan County Schools,2243,Central Heights Elementary,37617,-82.37229,36.534729,223.0,17,3.9,90.0,K8,3.4
Sullivan County Schools,2244,Sullivan Central High School,37617,-82.37229,36.534729,854.0,60,22.7,85.9,HS,2.0
Sullivan County Schools,2245,Colonial Heights Middle,37663,-82.49765,36.468953,348.0,24,8.9,89.7,K8,2.8
Sullivan County Schools,2246,Sullivan East High School,37618,-82.22998,36.469605,842.0,62,16.5,90.5,HS,1.6
Sullivan County Schools,2247,Emmett Elementary,37620,-82.16869,36.561341,316.0,28,11.9,72.7,K8,1.6
Sullivan County Schools,2248,Holston Elementary,37617,-82.37229,36.534729,330.0,28,6.6,83.9,K8,3.6
Sullivan County Schools,2249,Holston Valley Middle School,37620,-82.16869,36.561341,180.0,12,10.6,87.5,K8,1.6
Sullivan County Schools,2250,Indian Springs Elementary,37664,-82.51162,36.522968,376.0,25,7.2,89.3,K8,2.2
Sullivan County Schools,2251,Mary Hughes School,37686,-82.33344,36.430799,454.0,27,18.0,93.9,K8,1.8
Sullivan County Schools,2252,Miller Perry Elementary,37663,-82.49765,36.468953,330.0,21,9.0,84.6,K8,3.6
Sullivan County Schools,2253,Sullivan Gardens K-8,37660,-82.55408,36.547133,411.0,33,12.4,80.0,K8,2.0
Sullivan County Schools,2254,Sullivan North High School,37660,-82.55408,36.547133,441.0,38,24.2,82.2,HS,1.0
Sullivan County Schools,2255,Sullivan South High School,37664,-82.51162,36.522968,828.0,52,15.9,91.8,HS,3.0
Sullivan County Schools,2256,Ketron Elementary School,37660,-82.55408,36.547133,600.0,43,21.0,81.6,K8,3.6
Sullivan County Schools,2257,Innovation Academy,37660,-82.55408,36.547133,146.0,7,6.4,100.0,K8,4.0
Bristol City Schools,2258,Anderson Elementary,37620,-82.16869,36.561341,338.0,31,11.3,82.4,K8,2.4
Bristol City Schools,2259,Avoca Elementary,37620,-82.16869,36.561341,444.0,29,4.4,96.8,K8,3.6
Bristol City Schools,2260,Fairmount Elementary,37620,-82.16869,36.561341,471.0,37,8.1,85.7,K8,1.9
Bristol City Schools,2261,Haynesfield Elementary,37620,-82.16869,36.561341,460.0,28,5.0,87.5,K8,4.0
Bristol City Schools,2262,Holston View Elementary,37620,-82.16869,36.561341,385.0,27,4.4,96.4,K8,3.2
Bristol City Schools,2263,Vance Middle School,37620,-82.16869,36.561341,602.0,39,7.5,85.4,K8,2.6
Bristol City Schools,2264,Tennessee High School,37620,-82.16869,36.561341,1145.0,77,16.2,88.7,HS,2.7
Bristol City Schools,2265,Tennessee Online Public School,37620,-82.16869,36.561341,216.0,3,15.9,40.0,HS,4.0
Kingsport City Schools,2266,Dobyns - Bennett High School,37664,-82.51162,36.522968,2287.0,155,16.9,91.9,HS,3.6
Kingsport City Schools,2267,Thomas Jefferson Elementary School,37664,-82.51162,36.522968,456.0,31,7.2,86.1,K8,3.6
Kingsport City Schools,2268,Andrew Johnson Elementary School,37664,-82.51162,36.522968,565.0,37,7.1,89.7,K8,3.4
Kingsport City Schools,2269,John F. Kennedy Elementary School,37660,-82.55408,36.547133,268.0,22,11.4,85.2,K8,3.6
Kingsport City Schools,2270,Abraham Lincoln Elementary School,37664,-82.51162,36.522968,424.0,33,13.7,91.4,K8,2.9
Kingsport City Schools,2271,John Adams Elementary School,37664,-82.51162,36.522968,485.0,33,7.0,84.8,K8,3.2
Kingsport City Schools,2272,Ross N. Robinson Middle School,37664,-82.51162,36.522968,974.0,55,13.7,92.1,K8,3.2
Kingsport City Schools,2273,John Sevier Middle School,37660,-82.55408,36.547133,824.0,52,19.3,85.5,K8,2.6
Kingsport City Schools,2274,George Washington Elementary School,37660,-82.55408,36.547133,463.0,34,7.4,89.2,K8,3.4
Kingsport City Schools,2275,Theodore Roosevelt Elementary School,37660,-82.55408,36.547133,264.0,24,20.5,75.0,K8,2.8
Sumner County Schools,2276,Jack Anderson Elementary,37075,-86.61173,36.311047,847.0,52,3.4,86.2,K8,4.0
Sumner County Schools,2277,Beech Elementary,37075,-86.61173,36.311047,418.0,32,4.2,88.9,K8,3.6
Sumner County Schools,2278,Beech Sr High School,37075,-86.61173,36.311047,1386.0,88,13.1,87.6,HS,2.7
Sumner County Schools,2279,Bethpage Elementary,37022,-86.3,36.501049,296.0,23,7.4,84.6,K8,3.6
Sumner County Schools,2280,Robert E Ellis Middle,37075,-86.61173,36.311047,673.0,42,4.6,82.2,K8,3.9
Sumner County Schools,2281,Gallatin Senior High School,37066,-86.4548,36.388997,1628.0,101,14.2,87.4,HS,2.1
Sumner County Schools,2282,Guild Elementary,37066,-86.4548,36.388997,703.0,53,10.2,86.0,K8,2.1
Sumner County Schools,2283,Gene W. Brown Elementary,37075,-86.61173,36.311047,450.0,30,7.6,76.3,K8,2.6
Sumner County Schools,2284,Hendersonville High School,37075,-86.61173,36.311047,1511.0,97,10.4,84.1,HS,3.1
Sumner County Schools,2285,Howard Elementary,37066,-86.4548,36.388997,568.0,41,10.5,80.4,K8,2.6
Sumner County Schools,2286,T. W. Hunter Middle School,37075,-86.61173,36.311047,651.0,43,2.4,86.3,K8,3.7
Sumner County Schools,2287,Indian Lake Elementary,37075,-86.61173,36.311047,596.0,38,1.5,85.7,K8,4.0
Sumner County Schools,2288,Merrol Hyde Magnet School,37075,-86.61173,36.311047,662.0,44,1.2,88.2,HS,4.0
Sumner County Schools,2289,J W Wiseman Elementary,37148,-86.51355,36.576137,415.0,35,4.9,65.8,K8,2.7
Sumner County Schools,2290,Lakeside Park Elementary,37075,-86.61173,36.311047,323.0,27,7.2,89.7,K8,4.0
Sumner County Schools,2291,Station Camp Middle School,37066,-86.4548,36.388997,975.0,52,5.7,88.3,K8,3.9
Sumner County Schools,2292,Madison Creek Elementary,37072,-86.71879,36.35465,660.0,45,3.3,80.9,K8,3.8
Sumner County Schools,2293,Millersville Elementary,37072,-86.71879,36.35465,267.0,21,8.8,76.0,K8,2.6
Sumner County Schools,2294,Nannie Berry Elementary,37075,-86.61173,36.311047,539.0,38,4.6,88.4,K8,3.6
Sumner County Schools,2295,Watt Hardison Elementary,37148,-86.51355,36.576137,412.0,30,4.5,80.0,K8,2.6
Sumner County Schools,2296,North Sumner Elementary,37022,-86.3,36.501049,213.0,18,18.9,86.4,K8,3.0
Sumner County Schools,2297,Portland High School,37148,-86.51355,36.576137,1081.0,75,15.1,93.9,HS,1.4
Sumner County Schools,2298,Portland East Middle School,37148,-86.51355,36.576137,399.0,25,9.6,86.7,K8,2.6
Sumner County Schools,2299,E B Wilson,37066,-86.4548,36.388997,88.0,4,0.0,100.0,HS,2.0
Sumner County Schools,2300,Clyde Riggs Elementary,37148,-86.51355,36.576137,257.0,18,11.4,90.9,K8,4.0
Sumner County Schools,2301,Joe Shafer Middle School,37066,-86.4548,36.388997,664.0,45,8.6,77.8,K8,2.2
Sumner County Schools,2302,Rucker Stewart Middle,37066,-86.4548,36.388997,816.0,48,13.3,76.4,K8,1.7
Sumner County Schools,2303,Station Camp Elementary,37066,-86.4548,36.388997,1032.0,62,2.6,88.1,K8,3.8
Sumner County Schools,2304,Station Camp High School,37066,-86.4548,36.388997,1469.0,93,12.1,88.6,HS,3.3
Sumner County Schools,2305,Benny C. Bills Elementary School,37066,-86.4548,36.388997,696.0,55,8.3,81.4,K8,2.0
Sumner County Schools,2306,Union Elementary School,37066,-86.4548,36.388997,516.0,30,3.3,82.9,K8,3.6
Sumner County Schools,2307,V G Hawkins Middle School,37075,-86.61173,36.311047,485.0,37,7.5,82.9,K8,2.3
Sumner County Schools,2308,Vena Stuart Elementary,37066,-86.4548,36.388997,673.0,52,13.9,71.4,K8,2.8
Sumner County Schools,2309,Walton Ferry Elementary,37075,-86.61173,36.311047,459.0,32,4.4,81.1,K8,3.9
Sumner County Schools,2310,George A Whitten Elementary,37075,-86.61173,36.311047,400.0,31,6.7,86.8,K8,2.5
Sumner County Schools,2311,Westmoreland Elementary,37186,-86.23954,36.579247,524.0,37,10.0,73.7,K8,3.6
Sumner County Schools,2312,Westmoreland Middle School,37186,-86.23954,36.579247,424.0,28,7.8,81.8,K8,2.2
Sumner County Schools,2313,Westmoreland High School,37186,-86.23954,36.579247,488.0,41,14.3,87.5,HS,3.0
Sumner County Schools,2314,White House High School,37188,-86.66941,36.467624,836.0,56,12.7,79.7,HS,2.7
Sumner County Schools,2315,White House Middle School,37188,-86.66941,36.467624,786.0,51,7.1,84.5,K8,3.2
Sumner County Schools,2316,Knox Doss Middle School at Drakes Creek,37075,-86.61173,36.311047,603.0,42,8.7,97.8,K8,3.5
Sumner County Schools,2317,Portland West Middle School,37148,-86.51355,36.576137,572.0,37,6.4,90.7,K8,2.6
Sumner County Schools,2318,Harold B. Williams Elementary School,37188,-86.66941,36.467624,656.0,44,5.7,89.8,K8,3.6
Sumner County Schools,2319,Portland Gateview Elementary School,37148,-86.51355,36.576137,541.0,42,7.3,67.3,K8,2.7
Sumner County Schools,2320,Dr. William Burrus Elementary at Drakes Creek,37075,-86.61173,36.311047,503.0,37,2.2,82.9,K8,3.8
Tipton County Schools,2321,Austin Peay Elementary School,38019,-89.64201,35.560622,466.0,45,4.4,86.0,K8,2.9
Tipton County Schools,2322,Atoka Elementary School,38004,-89.80806,35.422035,879.0,55,4.1,88.1,K8,3.7
Tipton County Schools,2323,Brighton Elementary,38011,-89.72344,35.474694,738.0,52,5.9,87.7,K8,3.6
Tipton County Schools,2324,Brighton High School,38011,-89.72344,35.474694,1241.0,76,6.5,88.0,HS,2.6
Tipton County Schools,2325,Brighton Middle School,38011,-89.72344,35.474694,948.0,50,8.4,87.5,K8,3.3
Tipton County Schools,2326,Crestview Middle School,38019,-89.64201,35.560622,526.0,30,9.1,85.7,K8,1.9
Tipton County Schools,2327,Covington Integrated Arts Academy,38019,-89.64201,35.560622,456.0,40,10.3,75.6,K8,2.0
Tipton County Schools,2328,Covington High School,38019,-89.64201,35.560622,757.0,45,11.3,90.9,HS,2.7
Tipton County Schools,2329,Crestview Elementary,38019,-89.64201,35.560622,821.0,57,8.3,88.1,K8,1.9
Tipton County Schools,2330,Drummonds Elementary,38023,-89.94754,35.489296,682.0,48,8.5,84.9,K8,2.3
Tipton County Schools,2331,Munford Elementary,38058,-89.80845,35.451159,765.0,52,7.4,80.7,K8,3.7
Tipton County Schools,2332,Munford Middle School,38058,-89.80845,35.451159,905.0,51,5.3,96.4,K8,3.6
Tipton County Schools,2333,Munford High School,38058,-89.80845,35.451159,1255.0,70,7.7,90.0,HS,3.5
Trousdale County Schools,2334,Trousdale Co Elementary,37074,-86.15305,36.407653,563.0,42,7.0,80.9,K8,3.7
Trousdale County Schools,2335,Trousdale Co High School,37074,-86.15305,36.407653,360.0,28,9.0,84.4,HS,3.2
Trousdale County Schools,2336,Jim Satterfield Middle School,37074,-86.15305,36.407653,337.0,19,4.6,78.3,K8,3.3
Unicoi County Schools,2337,Unicoi Co Middle School,37650,-82.4273,36.128301,558.0,36,23.1,89.7,K8,1.7
Unicoi County Schools,2338,Love Chapel Elementary,37650,-82.4273,36.128301,370.0,26,11.4,93.1,K8,3.4
Unicoi County Schools,2339,Temple Hill Elementary,37650,-82.4273,36.128301,91.0,9,5.6,81.8,K8,3.0
Unicoi County Schools,2340,Unicoi Co High School,37650,-82.4273,36.128301,787.0,54,25.7,88.5,HS,1.3
Unicoi County Schools,2341,Unicoi Elementary,37692,-82.31214,36.20493,276.0,26,16.1,90.3,K8,2.0
Union County Schools,2342,H Maynard Middle School,37807,-83.82558,36.251265,661.0,43,12.2,88.0,K8,2.0
Union County Schools,2343,Luttrell Elementary,37779,-83.75046,36.20423,295.0,23,10.3,88.9,K8,2.0
Union County Schools,2344,Maynardville Elementary,37807,-83.82558,36.251265,356.0,25,10.3,92.3,K8,1.0
Union County Schools,2345,Sharps Chapel Elementary,37866,-83.82637,36.355257,129.0,11,8.4,84.6,K8,2.6
Union County Schools,2346,Union County High School,37807,-83.82558,36.251265,831.0,53,22.8,85.2,HS,2.4
Union County Schools,2347,Paulette Elementary School,37807,-83.82558,36.251265,381.0,26,8.2,88.5,K8,1.0
Union County Schools,2348,Tennessee Virtual Academy,37807,-83.82558,36.251265,1348.0,64,7.8,68.1,K8,0.4
Van Buren County Schools,2349,Spencer Elementary,38585,-85.41146,35.69653,314.0,26,6.4,78.8,K8,3.4
Van Buren County Schools,2350,Van Buren Co High School,38585,-85.41146,35.69653,406.0,33,11.3,94.6,HS,2.2
Warren County School District,2351,Centertown Elementary,37110,-85.787,35.687286,507.0,35,8.2,97.4,K8,2.6
Warren County School District,2352,Dibrell Elementary,37110,-85.787,35.687286,443.0,32,5.3,94.3,K8,0.9
Warren County School District,2353,Eastside Elementary,38581,-85.63943,35.751554,388.0,32,8.3,87.9,K8,1.8
Warren County School District,2354,Hickory Creek School,37110,-85.787,35.687286,641.0,53,12.4,91.2,K8,2.6
Warren County School District,2355,Irving College Elementary,37110,-85.787,35.687286,256.0,19,7.7,95.7,K8,2.0
Warren County School District,2356,Morrison Elementary,37357,-85.92275,35.596484,398.0,29,6.8,88.9,K8,2.1
Warren County School District,2357,Bobby Ray Memorial,37110,-85.787,35.687286,507.0,41,10.7,76.1,K8,1.2
Warren County School District,2358,Warren County Middle School,37110,-85.787,35.687286,804.0,58,5.7,95.5,K8,1.5
Warren County School District,2359,Warren County High School,37110,-85.787,35.687286,1934.0,115,20.2,83.9,HS,2.5
Washington County Schools,2360,Boones Creek Elementary,37615,-82.44593,36.405338,336.0,28,16.5,73.7,K8,2.4
Washington County Schools,2361,Boones Creek Middle School,37601,-82.3386,36.331006,332.0,20,13.8,84.6,K8,3.4
Washington County Schools,2362,Daniel Boone High School,37615,-82.44593,36.405338,1256.0,78,15.6,88.6,HS,3.0
Washington County Schools,2363,David Crockett High School,37659,-82.49704,36.293805,1208.0,72,23.4,84.0,HS,2.7
Washington County Schools,2364,Fall Branch Elementary,37659,-82.49704,36.293805,213.0,19,12.0,87.0,K8,2.0
Washington County Schools,2365,Grandview Elementary School,37690,-82.55708,36.254547,621.0,44,9.4,80.9,K8,2.6
Washington County Schools,2366,Gray Elementary School,37615,-82.44593,36.405338,540.0,35,6.7,81.4,K8,3.8
Washington County Schools,2367,Jonesborough Elementary,37659,-82.49704,36.293805,506.0,39,9.0,84.1,K8,2.4
Washington County Schools,2368,Jonesborough Middle School,37659,-82.49704,36.293805,412.0,28,17.6,80.6,K8,3.6
Washington County Schools,2369,Lamar Elementary,37659,-82.49704,36.293805,466.0,36,17.5,82.5,K8,2.8
Washington County Schools,2370,Ridgeview Elementary School,37615,-82.44593,36.405338,789.0,48,6.7,88.9,K8,3.2
Washington County Schools,2371,South Central Elementary,37641,-82.6744,36.21503,211.0,20,12.1,66.7,K8,1.8
Washington County Schools,2372,Sulphur Springs Elementary,37659,-82.49704,36.293805,366.0,31,12.9,77.1,K8,3.6
Washington County Schools,2373,University School,37614,-82.36984,36.302479,597.0,35,6.4,97.4,HS,4.0
Washington County Schools,2374,West View School,37681,-82.62095,36.246547,418.0,30,10.5,73.0,K8,3.0
Johnson City Schools,2375,Fairmont Elementary,37601,-82.3386,36.331006,506.0,37,5.7,88.1,K8,3.9
Johnson City Schools,2376,Indian Trail Intermediate School,37601,-82.3386,36.331006,1228.0,73,7.8,79.5,K8,3.6
Johnson City Schools,2377,Lake Ridge Elementary,37601,-82.3386,36.331006,527.0,36,3.9,86.5,K8,3.6
Johnson City Schools,2378,Liberty Bell Middle School,37604,-82.3802,36.312633,1206.0,66,15.8,82.4,K8,3.2
Johnson City Schools,2379,North Side Elementary,37601,-82.3386,36.331006,235.0,27,8.5,81.3,K8,2.4
Johnson City Schools,2380,Science Hill High School,37604,-82.3802,36.312633,2280.0,146,19.3,89.4,HS,3.2
Johnson City Schools,2381,Towne Acres Elementary,37604,-82.3802,36.312633,402.0,28,2.5,93.8,K8,4.0
Wayne County Schools,2382,Collinwood Elementary,38450,-87.77263,35.187869,315.0,30,17.8,91.9,K8,1.8
Wayne County Schools,2383,Collinwood High School,38450,-87.77263,35.187869,286.0,18,29.4,75.0,HS,2.0
Wayne County Schools,2384,Collinwood Middle School,38450,-87.77263,35.187869,267.0,22,19.0,91.3,K8,2.4
Wayne County Schools,2385,Frank Hughes School,38425,-87.97188,35.401188,302.0,31,14.7,88.2,HS,1.0
Wayne County Schools,2386,Wayne County High School,38485,-87.75739,35.343716,305.0,20,14.3,84.6,HS,3.0
Wayne County Schools,2387,Waynesboro Elementary,38485,-87.75739,35.343716,371.0,32,12.9,97.0,K8,2.2
Wayne County Schools,2388,Waynesboro Middle School,38485,-87.75739,35.343716,271.0,20,18.5,95.8,K8,2.4
Weakley County Schools,2389,Dresden Elementary,38225,-88.6869,36.305305,457.0,30,8.4,88.6,K8,4.0
Weakley County Schools,2390,Dresden Middle School,38225,-88.6869,36.305305,366.0,23,9.8,96.0,K8,2.6
Weakley County Schools,2391,Dresden High School,38225,-88.6869,36.305305,343.0,24,11.7,86.2,HS,1.8
Weakley County Schools,2392,Gleason School,38229,-88.60614,36.223573,433.0,33,6.4,89.7,HS,2.0
Weakley County Schools,2393,Greenfield School,38230,-88.76867,36.154281,473.0,39,13.6,79.1,HS,2.6
Weakley County Schools,2394,Martin Elementary,38237,-88.84191,36.353928,415.0,27,3.1,89.3,K8,3.6
Weakley County Schools,2395,Westview High School,38237,-88.84191,36.353928,546.0,39,8.4,83.0,HS,3.9
Weakley County Schools,2396,Martin Middle School,38237,-88.84191,36.353928,377.0,24,6.7,86.2,K8,3.0
Weakley County Schools,2397,Sharon School,38255,-88.83586,36.236377,162.0,20,15.9,79.2,K8,2.6
White County Schools,2398,Bon De Croft Elementary,38583,-85.45113,35.943026,166.0,14,5.9,78.6,K8,2.0
White County Schools,2399,Cassville Elementary,38583,-85.45113,35.943026,213.0,18,7.0,94.7,K8,3.0
White County Schools,2400,Doyle Elementary,38559,-85.51921,35.833271,231.0,18,10.4,81.0,K8,2.2
White County Schools,2401,Findlay Elementary,38583,-85.45113,35.943026,376.0,30,1.4,85.3,K8,4.0
White County Schools,2402,Northfield Elementary School,38583,-85.45113,35.943026,265.0,21,7.9,81.8,K8,2.6
White County Schools,2403,White County High School,38583,-85.45113,35.943026,1158.0,66,10.2,90.8,HS,2.7
White County Schools,2404,White Co Middle School,38583,-85.45113,35.943026,916.0,53,7.7,86.2,K8,1.7
White County Schools,2405,Woodland Park Elementary,38583,-85.45113,35.943026,450.0,35,9.8,73.7,K8,1.4
Williamson County Schools,2406,Allendale Elementary School,37174,-86.91144,35.73062,746.0,54,3.0,65.3,K8,4.0
Williamson County Schools,2407,Bethesda Elementary,37179,-86.90734,35.79867,539.0,40,2.8,63.9,K8,4.0
Williamson County Schools,2408,Brentwood High School,37027,-86.79121,36.007373,1781.0,95,12.9,85.2,HS,3.6
Williamson County Schools,2409,Centennial High School,37067,-86.7952,35.921811,1696.0,102,9.6,78.1,HS,3.7
Williamson County Schools,2410,College Grove Elementary,37046,-86.72272,35.7557,598.0,41,2.5,74.4,K8,4.0
Williamson County Schools,2411,Clovercroft Elementary School,37067,-86.7952,35.921811,756.0,49,0.8,75.8,K8,4.0
Williamson County Schools,2412,Chapman's Retreat Elementary,37174,-86.91144,35.73062,720.0,49,2.5,78.2,K8,3.6
Williamson County Schools,2413,Edmondson Elementary,37027,-86.79121,36.007373,773.0,54,0.6,83.9,K8,4.0
Williamson County Schools,2414,Crockett Elementary,37027,-86.79121,36.007373,641.0,57,1.9,70.8,K8,4.0
Williamson County Schools,2415,Fairview Middle School,37062,-87.14128,35.976983,537.0,36,4.7,77.6,K8,3.6
Williamson County Schools,2416,Fairview High School,37062,-87.14128,35.976983,747.0,58,10.8,80.0,HS,2.1
Williamson County Schools,2417,Franklin High School,37064,-86.89919,35.893823,1795.0,110,10.5,89.9,HS,3.6
Williamson County Schools,2418,Fred J Page Middle School,37064,-86.89919,35.893823,1163.0,72,2.5,81.8,K8,3.4
Williamson County Schools,2419,Fred J Page High School,37064,-86.89919,35.893823,1156.0,69,5.7,81.0,HS,3.6
Williamson County Schools,2420,Grassland Elementary,37027,-86.79121,36.007373,567.0,39,1.6,93.0,K8,4.0
Williamson County Schools,2421,Grassland Middle School,37064,-86.89919,35.893823,993.0,60,2.0,72.5,K8,4.0
Williamson County Schools,2422,Heritage Elementary,37179,-86.90734,35.79867,598.0,44,2.7,85.5,K8,3.6
Williamson County Schools,2423,Hillsboro Elementary/ Middle School,37064,-86.89919,35.893823,616.0,52,3.4,68.4,K8,3.8
Williamson County Schools,2424,Independence High School,37179,-86.90734,35.79867,1847.0,108,9.2,86.6,HS,3.6
Williamson County Schools,2425,Spring Station Middle School,37174,-86.91144,35.73062,1000.0,62,2.7,75.7,K8,3.6
Williamson County Schools,2426,Hunters Bend Elementary,37069,-86.89653,35.97706,481.0,37,1.2,58.7,K8,4.0
Williamson County Schools,2427,Kenrose Elementary,37027,-86.79121,36.007373,729.0,54,2.9,54.7,K8,4.0
Williamson County Schools,2428,Lipscomb Elementary,37027,-86.79121,36.007373,693.0,45,1.4,74.6,K8,4.0
Williamson County Schools,2429,Longview Elementary School,37174,-86.91144,35.73062,846.0,66,3.0,75.0,K8,3.4
Williamson County Schools,2430,Renaissance High School,37064,-86.89919,35.893823,166.0,13,11.3,75.0,HS,4.0
Williamson County Schools,2431,Pearre Creek Elementary School,37064,-86.89919,35.893823,643.0,55,2.1,83.6,K8,4.0
Williamson County Schools,2432,Nolensville Elementary,37135,-86.6686,35.940383,558.0,43,1.4,76.1,K8,4.0
Williamson County Schools,2433,Nolensville High School,37135,-86.6686,35.940383,1082.0,63,8.7,80.7,K8,3.6
Williamson County Schools,2434,Brentwood Middle School,37027,-86.79121,36.007373,1327.0,72,1.7,81.0,K8,4.0
Williamson County Schools,2435,Oak View Elem School,37064,-86.89919,35.893823,831.0,55,1.0,90.8,K8,2.4
Williamson County Schools,2436,Mill Creek Elementary School,37135,-86.6686,35.940383,861.0,57,1.3,83.9,K8,4.0
Williamson County Schools,2437,Mill Creek Middle School,37135,-86.6686,35.940383,701.0,43,2.4,81.6,K8,3.6
Williamson County Schools,2438,Ravenwood High School,37027,-86.79121,36.007373,1667.0,91,10.9,80.2,HS,4.0
Williamson County Schools,2439,Scales Elementary,37027,-86.79121,36.007373,820.0,53,2.2,79.7,K8,4.0
Williamson County Schools,2440,Sunset Elementary School,37027,-86.79121,36.007373,730.0,50,1.4,82.5,K8,4.0
Williamson County Schools,2441,Sunset Middle School,37027,-86.79121,36.007373,519.0,32,0.9,85.7,K8,4.0
Williamson County Schools,2442,Summit High School,37174,-86.91144,35.73062,1533.0,93,12.6,78.1,HS,3.4
Williamson County Schools,2443,Trinity Elementary,37067,-86.7952,35.921811,767.0,55,2.0,93.3,K8,4.0
Williamson County Schools,2444,Walnut Grove Elementary,37069,-86.89653,35.97706,602.0,43,1.5,82.0,K8,3.6
Williamson County Schools,2445,Woodland Middle School,37027,-86.79121,36.007373,1013.0,60,1.9,84.6,K8,4.0
Williamson County Schools,2446,Westwood Elementary School,37062,-87.14128,35.976983,534.0,40,4.6,78.8,K8,4.0
Williamson County Schools,2447,Winstead Elementary School,37064,-86.89919,35.893823,593.0,47,2.0,83.0,K8,3.2
Franklin Special School District,2448,Johnson Elementary,37064,-86.89919,35.893823,303.0,34,6.1,83.7,K8,4.0
Franklin Special School District,2449,Franklin Elementary,37064,-86.89919,35.893823,296.0,35,5.9,86.0,K8,3.6
Franklin Special School District,2450,Freedom Intermediate,37064,-86.89919,35.893823,579.0,47,4.1,86.0,K8,3.6
Franklin Special School District,2451,Freedom Middle School,37064,-86.89919,35.893823,585.0,46,5.2,85.7,K8,3.1
Franklin Special School District,2452,Moore Elementary,37064,-86.89919,35.893823,488.0,46,2.7,86.3,K8,4.0
Franklin Special School District,2453,Poplar Grove K-4,37064,-86.89919,35.893823,364.0,36,2.4,95.3,K8,2.6
Franklin Special School District,2454,Poplar Grove 5-8,37064,-86.89919,35.893823,366.0,35,3.5,92.9,K8,3.2
Wilson County School District,2455,Carroll Oakland Elementary,37087,-86.29271,36.240331,682.0,48,6.6,87.5,K8,1.6
Wilson County School District,2456,Gladeville Elementary,37071,-86.304922,36.156231,700.0,46,4.8,85.7,K8,2.6
Wilson County School District,2457,Springdale Elementary School,37122,-86.49732,36.195016,596.0,44,3.4,84.8,K8,4.0
Wilson County School District,2458,Lakeview Elementary School,37122,-86.49732,36.195016,560.0,37,4.8,90.0,K8,3.8
Wilson County School District,2459,Lebanon High School,37087,-86.29271,36.240331,1895.0,127,21.6,85.0,HS,2.5
Wilson County School District,2460,Mt. Juliet High School,37122,-86.49732,36.195016,2220.0,127,12.6,88.5,HS,3.3
Wilson County School District,2461,Mt. Juliet Middle School,37122,-86.49732,36.195016,1624.0,90,10.2,79.6,K8,3.8
Wilson County School District,2462,West Wilson Middle School,37122,-86.49732,36.195016,1408.0,80,9.2,74.7,K8,3.2
Wilson County School District,2463,Mt. Juliet Elementary,37122,-86.49732,36.195016,678.0,42,6.0,82.2,K8,3.4
Wilson County School District,2464,Rutland Elementary,37122,-86.49732,36.195016,1124.0,73,4.2,92.1,K8,3.9
Wilson County School District,2465,Stoner Creek Elementary,37122,-86.49732,36.195016,490.0,40,5.9,74.3,K8,3.4
Wilson County School District,2466,Tuckers Crossroads Elementary,37087,-86.29271,36.240331,393.0,36,7.5,90.0,K8,2.0
Wilson County School District,2467,Watertown High School,37184,-86.13715,36.096166,571.0,42,14.9,93.5,HS,2.3
Wilson County School District,2468,Watertown Elementary,37184,-86.13715,36.096166,561.0,48,10.0,82.4,K8,3.2
Wilson County School District,2469,Wilson Central High School,37090,-86.31061,36.147433,1935.0,123,15.0,81.3,HS,3.9
Wilson County School District,2470,W A Wright Elementary,37122,-86.49732,36.195016,545.0,41,6.8,88.9,K8,3.7
Wilson County School District,2471,Tennessee Virtual On-Line School,37087,-86.29271,36.240331,75.0,7,9.6,37.5,K8,2.0
Wilson County School District,2472,Elzie D Patton Elementary School,37122,-86.49732,36.195016,486.0,37,3.9,80.0,K8,3.2
Wilson County School District,2473,Watertown Middle School,37184,-86.13715,36.096166,300.0,23,7.8,80.8,K8,0.8
Lebanon Special School District,2474,Byars Dowdy Elementary,37087,-86.29271,36.240331,549.0,45,7.0,90.2,K8,2.9
Lebanon Special School District,2475,Coles Ferry Elementary,37087,-86.29271,36.240331,657.0,45,6.9,87.8,K8,2.6
