district_name,index,school_name,zipcode,longitude,latitude,students_enrolled,number_of_teachers,percent_ca,percent_retained,pool,score_achievement
Hamblen County Schools,1273,Manley Elementary,37814,-83.30799,36.225565,533.0,41,6.7,93.3,K8,2.9
Hamblen County Schools,1274,Lincoln Heights Elementary,37813,-83.27474,36.186008,497.0,37,6.6,80.5,K8,2.9
Hamblen County Schools,1275,Russellville Elementary,37860,-83.19321,36.248645,534.0,45,4.4,91.5,K8,3.5
Hamblen County Schools,1276,Lincoln Heights Middle School,37813,-83.27474,36.186008,599.0,39,9.6,84.6,K8,1.1
Hamblen County Schools,1277,Union Heights Elementary,37813,-83.27474,36.186008,272.0,20,6.5,95.5,K8,2.6
Hamblen County Schools,1285,West View Middle School,37813,-83.27474,36.186008,610.0,36,8.4,87.5,K8,2.4
Hamblen County Schools,1286,Whitesburg Elementary,37891,-83.13987,36.277627,194.0,14,2.6,87.5,K8,3.6
Hamblen County Schools,1287,Meadowview Middle School,37814,-83.30799,36.225565,717.0,43,8.2,83.7,K8,1.2
Hamblen County Schools,1288,Witt Elementary,37813,-83.27474,36.186008,200.0,16,8.3,100.0,K8,3.6
Hamblen County Schools,1289,Morristown East High,37813,-83.27474,36.186008,1527.0,94,12.4,85.3,HS,1.8
Hamblen County Schools,1290,Morristown West High,37813,-83.27474,36.186008,1566.0,89,10.4,92.9,HS,2.5
Hamblen County Schools,1291,West Elementary,37814,-83.30799,36.225565,447.0,32,8.5,81.6,K8,3.7
Hamilton County Schools,1318,Allen Elementary,37379,-85.16227,35.269694,499.0,35,6.3,90.2,K8,4.0
Hamilton County Schools,1319,Alpine Crest Elementary,37415,-85.28466,35.116285,295.0,18,4.7,73.9,K8,2.8
Hamilton County Schools,1320,Apison Elementary School,37302,-85.01322,35.017404,565.0,35,6.2,83.3,K8,3.9
Hamilton County Schools,1321,Battle Academy For Teaching  Learning,37402,-85.31199,35.046324,375.0,26,8.3,70.6,K8,1.8
Hamilton County Schools,1322,Bess T Shepherd Elementary,37421,-85.15939,35.028574,535.0,40,6.0,85.4,K8,2.2
Hamilton County Schools,1323,Big Ridge Elementary,37343,-85.21158,35.167987,514.0,34,6.7,88.2,K8,4.0
Hamilton County Schools,1331,Brainerd High School,37411,-85.2333,35.023824,616.0,53,51.2,72.1,HS,1.3
Hamilton County Schools,1332,Tommie F. Brown Academy,37403,-85.2988,35.046173,250.0,25,14.8,75.8,K8,2.2
Hamilton County Schools,1333,Brown Middle School,37341,-85.09827,35.19154,509.0,30,19.9,77.8,K8,1.4
Hamilton County Schools,1334,Calvin Donaldson Environmental Science Academy,37410,-85.31407,35.002342,438.0,33,14.6,42.1,K8,3.0
Hamilton County Schools,1335,Normal Park Museum Magnet School,37405,-85.31903,35.081323,805.0,62,3.3,84.5,K8,3.2
Hamilton County Schools,1336,Chatt High Center For Creative Arts,37405,-85.31903,35.081323,586.0,38,8.1,91.1,HS,3.6
Hamilton County Schools,1337,Chattanooga School For Arts And Sciences Upper,37403,-85.2988,35.046173,671.0,44,4.8,96.1,HS,3.2
Hamilton County Schools,1338,Chattanooga School For The Arts And Science Lower,37403,-85.2988,35.046173,368.0,26,0.5,89.3,K8,3.6
Hamilton County Schools,1339,Clifton Hills Elementary,37407,-85.28673,35.000825,596.0,48,10.6,68.0,K8,3.0
Hamilton County Schools,1340,Daisy Elementary,37379,-85.16227,35.269694,381.0,28,8.7,77.4,K8,4.0
Hamilton County Schools,1341,McConnell Elementary,37343,-85.21158,35.167987,517.0,32,5.4,79.5,K8,3.2
Hamilton County Schools,1342,Dalewood Middle School,37411,-85.2333,35.023824,362.0,30,20.4,68.6,K8,0.9
Hamilton County Schools,1343,East Hamilton School,37363,-85.06005,35.087881,1723.0,109,16.5,75.6,HS,3.7
Hamilton County Schools,1344,East Brainerd Elementary,37421,-85.15939,35.028574,1101.0,71,6.0,78.2,K8,3.6
Hamilton County Schools,1345,East Lake Elementary,37407,-85.28673,35.000825,534.0,45,8.4,66.0,K8,2.1
Hamilton County Schools,1346,East Lake Academy Of Fine Arts,37407,-85.28673,35.000825,611.0,48,10.0,44.9,K8,1.2
Hamilton County Schools,1347,East Ridge Elementary,37412,-85.23748,34.996674,994.0,74,8.4,85.7,K8,2.0
Hamilton County Schools,1348,East Ridge High School,37412,-85.23748,34.996674,846.0,56,27.9,74.2,HS,2.7
Hamilton County Schools,1349,Middle Valley Elementary,37343,-85.21158,35.167987,809.0,51,6.3,71.7,K8,3.6
Hamilton County Schools,1350,Hamilton County Collegiate High at Chattanooga State,37406,-85.25014,35.065723,235.0,6,0.0,87.5,HS,4.0
Hamilton County Schools,1351,Harrison Elementary,37341,-85.09827,35.19154,432.0,25,6.1,84.6,K8,2.6
Hamilton County Schools,1352,Hamilton County High School,37363,-85.06005,35.087881,130.0,8,5.2,69.2,HS,2.0
Hamilton County Schools,1353,Barger Academy,37411,-85.2333,35.023824,415.0,32,8.8,63.9,K8,2.7
Hamilton County Schools,1354,Hunter Middle School,37363,-85.06005,35.087881,816.0,45,7.0,83.6,K8,3.6
Hamilton County Schools,1355,Hardy Elementary School,37406,-85.25014,35.065723,447.0,36,12.9,55.3,K8,1.0
Hamilton County Schools,1356,Loftis Middle School,37343,-85.21158,35.167987,627.0,43,11.0,83.7,K8,3.5
Hamilton County Schools,1357,Lookout Mountain Elementary,37350,-85.34865,34.998375,158.0,18,4.5,75.0,K8,4.0
Hamilton County Schools,1358,Hixson Elementary,37343,-85.21158,35.167987,436.0,38,7.8,86.7,K8,2.8
Hamilton County Schools,1359,Hixson High School,37343,-85.21158,35.167987,914.0,62,21.0,82.6,HS,2.1
Hamilton County Schools,1360,Hixson Middle School,37343,-88.4906,35.7316,672.0,48,10.8,82.4,K8,2.2
Hamilton County Schools,1361,The Howard School,37408,-88.39338,35.77007,1006.0,72,43.7,72.9,HS,1.0
Hamilton County Schools,1362,North Hamilton Elementary,37373,-88.3883,35.6582,376.0,28,8.1,82.1,K8,3.4
Hamilton County Schools,1363,Wolftever Creek Elementary,37363,-88.2753,35.6351,599.0,41,8.7,76.7,K8,2.8
Hamilton County Schools,1364,Nolan Elementary,37377,-88.2443,35.5136,660.0,42,3.3,84.4,K8,4.0
Hamilton County Schools,1365,Ooltewah Elementary,37363,-88.2906,35.518,1019.0,64,4.5,88.4,K8,3.9
Hamilton County Schools,1366,Ooltewah Middle School,37363,-88.4588,35.5768,822.0,51,14.3,71.2,K8,1.8
Hamilton County Schools,1367,Lakeside Academy,37416,-88.53783,35.68868,396.0,30,5.4,73.7,K8,3.8
Hamilton County Schools,1368,Ooltewah High School,37363,-85.06005,35.087881,1566.0,94,18.1,70.7,HS,1.7
Hamilton County Schools,1369,Chattanooga School For The Liberal Arts,37421,-85.15939,35.028574,453.0,35,0.7,89.5,K8,4.0
Hamilton County Schools,1370,Lookout Valley Middle / High School,37419,-85.37276,35.031674,342.0,28,9.2,75.0,HS,2.0
Hamilton County Schools,1371,Red Bank Elementary,37405,-85.31903,35.081323,578.0,46,13.6,78.0,K8,2.6
Hamilton County Schools,1372,Red Bank High School,37415,-85.28466,35.116285,818.0,53,21.5,77.8,HS,2.7
Hamilton County Schools,1373,Red Bank Middle School,37415,-85.28466,35.116285,594.0,41,19.3,72.9,K8,3.3
Hamilton County Schools,1374,Rivermont Elementary,37415,-85.28466,35.116285,329.0,26,9.8,65.4,K8,2.8
Hamilton County Schools,1375,Sale Creek Middle / High School,37373,-85.10329,35.391643,554.0,36,16.0,90.5,HS,3.0
Hamilton County Schools,1376,Orchard Knob Elementary,37404,-85.2749,35.030474,483.0,38,13.3,77.3,K8,1.0
Hamilton County Schools,1377,Sequoyah High School,37379,-85.16227,35.269694,311.0,32,24.1,84.5,HS,3.8
Hamilton County Schools,1385,Orchard Knob Middle,37404,-85.2749,35.030474,463.0,41,30.2,65.9,K8,1.1
Hamilton County Schools,1386,Signal Mountain Middle/High School,37377,-85.33332,35.159778,1312.0,89,5.2,86.0,HS,3.2
Hamilton County Schools,1387,Snow Hill Elementary,37363,-85.06005,35.087881,517.0,34,8.0,82.1,K8,2.6
Hamilton County Schools,1388,Soddy Daisy High School,37379,-85.16227,35.269694,1190.0,76,20.6,80.9,HS,3.9
Hamilton County Schools,1389,Soddy Daisy Middle School,37379,-85.16227,35.269694,419.0,31,20.2,81.4,K8,2.6
Hamilton County Schools,1390,Soddy Elementary,37379,-85.16227,35.269694,473.0,36,8.9,87.8,K8,3.6
Hamilton County Schools,1391,Spring Creek Elementary,37412,-85.23748,34.996674,628.0,51,8.9,82.1,K8,3.5
Hamilton County Schools,1392,Tyner Academy,37421,-85.15939,35.028574,522.0,41,25.8,71.1,HS,1.4
Hamilton County Schools,1393,Tyner Middle Academy,37421,-85.15939,35.028574,469.0,30,15.0,73.0,K8,2.1
Hamilton County Schools,1394,Thrasher Elementary,37377,-85.33332,35.159778,567.0,33,2.1,94.6,K8,4.0
Hamilton County Schools,1395,Lookout Valley Elementary,37419,-85.37276,35.031674,293.0,24,13.6,80.8,K8,3.0
Hamilton County Schools,1396,Woodmore Elementary,37411,-85.2333,35.023824,288.0,25,13.4,72.4,K8,1.8
Hamilton County Schools,1397,Wallace A. Smith Elementary,37363,-85.06005,35.087881,629.0,43,7.1,79.2,K8,4.0
Hamilton County Schools,1398,Westview Elementary,37421,-85.15939,35.028574,558.0,39,3.8,84.8,K8,3.6
Hamilton County Schools,1399,STEM School Chattanooga,37406,-85.25014,35.065723,278.0,18,5.1,90.5,HS,3.6
Hamilton County Schools,1400,Chattanooga Girls Leadership Academy,37404,-85.2749,35.030474,351.0,30,2.9,78.6,K8,2.9
Hamilton County Schools,1401,Ivy Academy Inc.,37379,-85.16227,35.269694,306.0,27,15.1,94.4,HS,2.0
Hancock County Schools,1402,Hancock County Elementary,37869,-83.22818,36.521297,442.0,30,13.2,89.5,K8,0.4
Hancock County Schools,1403,Hancock High School,37869,-83.22818,36.521297,521.0,42,20.1,71.9,HS,1.0
Hardeman County Schools,1404,Bolivar Elementary,38008,-88.98751,35.25543,675.0,56,6.3,84.1,K8,0.9
Hardeman County Schools,1405,Bolivar Middle School,38008,-88.98751,35.25543,366.0,27,14.8,90.6,K8,1.1
Hardeman County Schools,1406,Grand Junction Elementary,38039,-89.18599,35.057728,122.0,13,8.3,88.2,K8,2.2
Hardeman County Schools,1407,Hornsby Elementary,38044,-88.80988,35.211663,173.0,12,3.0,87.5,K8,3.0
Hardeman County Schools,1408,Middleton Elementary,38052,-88.90845,35.074302,367.0,29,5.4,84.8,K8,2.0
Hardeman County Schools,1409,Middleton High School,38052,-88.90845,35.074302,480.0,37,14.1,95.6,HS,1.0
Hardeman County Schools,1410,Toone Elementary,38381,-88.95209,35.35452,237.0,21,9.8,92.0,K8,2.0
Hardeman County Schools,1411,Whiteville Elementary,38075,-89.15508,35.35001,207.0,19,13.2,75.9,K8,2.0
Hardin County Schools,1412,Hardin County High School,38372,-88.18946,35.180947,1080.0,69,18.3,84.3,HS,2.5
Hardin County Schools,1413,Hardin County Middle School,38372,-88.18946,35.180947,726.0,39,9.9,86.0,K8,1.6
Hardin County Schools,1414,East Hardin Elementary,38372,-88.18946,35.180947,352.0,26,12.1,97.0,K8,2.4
Hardin County Schools,1415,Parris South Elementary,38372,-88.18946,35.180947,456.0,30,17.9,94.6,K8,1.1
Hardin County Schools,1416,Pickwick Southside School,38326,-88.27379,35.041335,210.0,16,14.2,95.0,K8,2.0
Hardin County Schools,1417,West Hardin Elementary,38310,-88.38425,35.241412,176.0,14,10.0,89.5,K8,4.0
Hawkins County Schools,1418,Bulls Gap School,37711,-83.05737,36.274715,377.0,28,6.8,83.3,K8,1.8
Hawkins County Schools,1419,Carter's Valley Elementary,37642,-82.71292,36.534489,249.0,22,15.5,80.0,K8,1.2
Hawkins County Schools,1420,Cherokee High School,37857,-82.96804,36.413437,1067.0,71,29.6,92.5,HS,2.9
Hawkins County Schools,1421,Church Hill Elementary,37642,-82.71292,36.534489,309.0,26,6.8,100.0,K8,2.6
Hawkins County Schools,1422,Church Hill Intermediate School,37642,-82.71292,36.534489,386.0,26,9.7,90.3,K8,2.4
Hawkins County Schools,1423,Church Hill Middle School,37642,-82.71292,36.534489,411.0,23,12.6,86.7,K8,3.0
Hawkins County Schools,1424,Clinch School,37869,-83.22818,36.521297,136.0,21,8.7,85.7,K8,2.0
Hawkins County Schools,1425,Keplar Elementary,37857,-82.96804,36.413437,92.0,11,15.9,80.0,K8,3.0
Hawkins County Schools,1426,Mt Carmel Elementary,37645,-82.65855,36.560966,242.0,24,6.3,84.0,K8,3.0
Hawkins County Schools,1427,McPheeter's Bend Elementary,37642,-82.71292,36.534489,94.0,6,13.5,63.6,K8,2.0
Hawkins County Schools,1428,Mooresburg Elementary,37811,-83.22676,36.352009,168.0,16,11.0,84.2,K8,1.2
Hawkins County Schools,1429,Hawkins Elementary,37857,-82.96804,36.413437,284.0,23,14.2,80.8,K8,2.0
Hawkins County Schools,1430,Rogersville Middle School,37857,-82.96804,36.413437,472.0,34,21.8,83.3,K8,1.0
Hawkins County Schools,1431,St Clair Elementary,37711,-83.05737,36.274715,152.0,15,7.2,94.7,K8,3.0
Hawkins County Schools,1432,Surgoinsville Elementary,37873,-82.83526,36.51276,329.0,27,13.3,96.9,K8,3.0
Hawkins County Schools,1433,Surgoinsville Middle School,37873,-82.83526,36.51276,340.0,23,8.2,85.2,K8,2.6
Hawkins County Schools,1434,Volunteer High School,37642,-82.71292,36.534489,1064.0,72,17.7,85.0,HS,2.7
Rogersville City School,1435,Rogersville Elementary,37857,-82.96804,36.413437,646.0,46,9.8,92.2,K8,2.6
Haywood County Schools,1436,Haywood High School,38012,-89.2609,35.590558,858.0,67,18.2,69.2,HS,2.6
Haywood County Schools,1437,Haywood Middle School,38037,-89.41497,35.82036,644.0,38,14.4,75.6,K8,1.0
Henderson County Schools,1438,Bargerton Elementary,38351,-88.40535,35.658409,243.0,17,8.4,95.5,K8,3.0
Henderson County Schools,1439,Beaver Elementary,38388,-88.35061,35.782093,312.0,23,7.7,96.2,K8,4.0
Henderson County Schools,1440,Lexington High School,38351,-88.40535,35.658409,880.0,50,13.3,94.7,HS,3.1
Henderson County Schools,1441,Pin Oak Elementary,38351,-88.40535,35.658409,392.0,23,10.3,92.6,K8,3.2
Henderson County Schools,1442,Scotts Hill Elementary,38374,-88.24152,35.522263,353.0,23,4.7,100.0,K8,4.0
Henderson County Schools,1443,Scotts Hill High School,38368,-88.36148,35.502859,497.0,31,10.1,94.4,HS,2.6
Henderson County Schools,1444,South Haven Elementary,38351,-88.40535,35.658409,335.0,21,10.3,91.7,K8,2.6
Henderson County Schools,1445,Westover Elementary,38345,-88.51041,35.576402,529.0,34,8.3,97.2,K8,4.0
Lexington City Schools,1446,Paul G. Caywood Elementary,38351,-88.40535,35.658409,547.0,39,8.3,93.3,K8,2.8
Lexington City Schools,1447,Lexington Middle School,38351,-88.40535,35.658409,257.0,16,10.0,95.2,K8,2.4
Henry County School System,1448,Dorothy And Noble Harrelson School,38251,-88.35903,36.444446,494.0,40,10.5,82.7,K8,2.6
Henry County School System,1449,E. W. Grove School,38242,-88.32891,36.300311,347.0,19,8.0,79.2,K8,3.2
Henry County School System,1450,Henry Elementary,38231,-88.42518,36.210847,335.0,31,9.9,77.8,K8,1.6
Henry County School System,1451,Henry Co High School,38242,-88.32891,36.300311,973.0,64,10.3,88.0,HS,2.6
Henry County School System,1452,Lakewood Elementary,38222,-88.14836,36.458738,511.0,34,6.5,84.1,K8,2.6
Henry County School System,1453,Lakewood Middle School,38024,-89.38613,36.038042,292.0,18,8.0,95.0,K8,1.6
Paris Special School District,1454,W O Inman Middle School,38242,-88.32891,36.300311,582.0,35,10.9,78.9,K8,2.3
Paris Special School District,1455,Paris Elementary,38242,-88.32891,36.300311,522.0,40,11.8,90.9,K8,2.6
Hickman County Schools,1456,Centerville Intermediate School,37033,-87.49418,35.76714,362.0,25,5.5,72.2,K8,2.2
Hickman County Schools,1457,East Hickman Intermediate School,37098,-87.31395,35.882639,388.0,25,8.1,85.7,K8,2.0
Hickman County Schools,1458,East Hickman Middle School,37098,-87.31395,35.882639,420.0,23,9.0,70.0,K8,1.2
Hickman County Schools,1459,East Hickman High School,37098,-87.31395,35.882639,510.0,37,15.3,78.3,HS,1.2
Hickman County Schools,1460,Hickman Co Middle School,37033,-87.49418,35.76714,355.0,21,12.6,81.5,K8,2.0
Hickman County Schools,1461,Hickman Co Sr High School,37033,-87.49418,35.76714,499.0,42,13.7,82.6,HS,2.0
Houston County Schools,1462,Erin Elementary,37061,-87.68198,36.301089,374.0,27,11.6,81.3,K8,1.2
Houston County Schools,1463,Houston Co Middle School,37061,-87.68198,36.301089,292.0,16,11.6,90.0,K8,1.4
Houston County Schools,1464,Houston Co High School,37061,-87.68198,36.301089,424.0,32,22.1,91.7,HS,2.4
Houston County Schools,1465,Tennessee Ridge Elementary,37178,-87.77676,36.323799,217.0,17,22.3,90.5,K8,1.6
Humphreys County School System,1466,Mc Ewen Elementary,37101,-87.64489,36.069712,437.0,31,12.9,89.2,K8,2.6
Humphreys County School System,1467,McEwen Jr. High School,37101,-87.64489,36.069712,209.0,13,16.7,82.4,K8,2.6
Humphreys County School System,1468,Mc Ewen High School,37101,-87.64489,36.069712,296.0,22,14.1,84.6,HS,2.0
Humphreys County School System,1469,Waverly Central High School,37185,-87.81626,36.085376,557.0,35,15.9,86.7,HS,3.6
Humphreys County School System,1470,Waverly Elementary,37185,-87.81626,36.085376,471.0,36,13.1,93.3,K8,3.2
Humphreys County School System,1471,Waverly Jr High School,37185,-87.81626,36.085376,592.0,32,12.5,92.1,K8,2.0
Jackson County Schools,1472,Jackson County High School,38562,-85.65757,36.351803,444.0,27,14.1,87.1,HS,2.8
Jackson County Schools,1473,Dodson Branch Elementary,38501,-85.52054,36.1832,253.0,19,2.0,95.7,K8,2.4
Jackson County Schools,1474,Gainesboro Elementary,38562,-85.65757,36.351803,311.0,21,7.8,86.2,K8,2.0
Jackson County Schools,1475,Jackson County Middle School,38562,-85.65757,36.351803,401.0,28,10.6,76.9,K8,0.8
Jefferson County Schools,1476,Dandridge Elementary,37725,-83.39791,35.996454,497.0,36,11.4,92.5,K8,1.8
Jefferson County Schools,1477,Jefferson Elementary,37760,-83.48325,36.109404,419.0,35,10.4,92.3,K8,1.8
Jefferson County Schools,1478,Jefferson Co High School,37725,-83.39791,35.996454,2084.0,131,23.3,91.9,HS,2.5
Jefferson County Schools,1479,Maury Middle School,37725,-83.39791,35.996454,618.0,34,12.5,78.6,K8,2.6
Jefferson County Schools,1480,New Market Elementary,37820,-83.56389,36.089568,285.0,25,9.0,93.3,K8,3.0
Jefferson County Schools,1481,Piedmont Elementary,37725,-83.39791,35.996454,388.0,26,9.5,93.3,K8,3.0
Jefferson County Schools,1482,Rush Strong Elementary,37871,-83.67934,36.04051,439.0,36,11.4,84.1,K8,1.2
Jefferson County Schools,1483,Talbott Elementary,37877,-83.40946,36.154381,215.0,18,6.0,78.3,K8,2.2
Jefferson County Schools,1484,White Pine Elementary,37890,-83.29024,36.094622,816.0,56,8.9,96.7,K8,1.2
Jefferson County Schools,1485,Mount Horeb Elementary School,37760,-83.48325,36.109404,543.0,40,7.4,93.2,K8,2.6
Johnson County Schools,1486,Doe Elementary,37683,-81.81906,36.451041,158.0,17,13.3,84.2,K8,2.6
Johnson County Schools,1487,Johnson Co High School,37683,-81.81906,36.451041,583.0,45,7.8,86.8,HS,1.8
Johnson County Schools,1488,Johnson Co Middle School,37683,-81.81906,36.451041,332.0,21,7.6,85.7,K8,2.0
Johnson County Schools,1489,Mountain City Elementary,37683,-81.81906,36.451041,440.0,28,5.8,79.4,K8,2.6
Johnson County Schools,1490,Roan Creek Elementary,37683,-81.81906,36.451041,343.0,27,7.8,82.4,K8,2.0
Knox County Schools,1491,Amherst Elementary School,37931,-84.1182,35.976063,739.0,55,11.3,85.0,K8,2.7
Knox County Schools,1492,Adrian Burnett Elementary,37918,-83.92511,36.046598,525.0,39,12.1,84.0,K8,2.2
Knox County Schools,1493,Austin East High/Magnet,37914,-83.84981,35.988528,685.0,64,41.5,76.8,HS,1.1
Knox County Schools,1494,Ball Camp Elementary,37931,-84.1182,35.976063,535.0,40,10.9,86.0,K8,3.2
Knox County Schools,1495,Bearden Elementary,37919,-84.00384,35.922881,345.0,26,6.1,77.4,K8,3.6
Knox County Schools,1496,Bearden Middle School,37909,-84.01554,35.947846,1309.0,81,20.3,92.2,K8,2.7
Knox County Schools,1497,Blue Grass Elementary,37922,-84.12608,35.875925,577.0,39,9.0,88.4,K8,4.0
Knox County Schools,1498,Bearden High School,37919,-84.00384,35.922881,2069.0,121,17.0,83.5,HS,3.2
Knox County Schools,1499,Bonny Kate Elementary,37920,-83.89042,35.923517,330.0,27,10.8,82.8,K8,2.6
Knox County Schools,1500,Beaumont Elementary/Magnet,37921,-83.97413,35.973731,563.0,43,14.0,77.6,K8,2.5
Knox County Schools,1501,Belle Morris Elementary,37917,-83.91859,35.991982,438.0,44,23.2,86.4,K8,1.3
Knox County Schools,1502,Brickey McCloud Elementary,37918,-83.92511,36.046598,993.0,68,9.9,78.8,K8,3.2
Knox County Schools,1503,Carter Elementary,37871,-83.67934,36.04051,541.0,39,13.3,88.1,K8,2.6
Knox County Schools,1504,Carter High School,37871,-83.67934,36.04051,891.0,61,23.2,75.7,HS,2.9
Knox County Schools,1505,Carter Middle School,37871,-83.67934,36.04051,663.0,47,24.1,72.3,K8,2.0
Knox County Schools,1506,Cedar Bluff Elementary,37923,-84.07543,35.928997,1113.0,87,9.2,82.8,K8,2.0
Knox County Schools,1507,Cedar Bluff Middle School,37923,-84.07543,35.928997,628.0,39,14.5,86.4,K8,2.3
Knox County Schools,1508,Copper Ridge Elementary,37849,-84.04192,36.044507,483.0,36,13.3,85.0,K8,2.0
Knox County Schools,1509,Chilhowee Intermediate,37914,-83.84981,35.988528,188.0,15,18.5,69.6,K8,1.1
Knox County Schools,1510,Corryton Elementary,37721,-83.8066,36.141925,210.0,15,13.3,80.0,K8,3.0
Knox County Schools,1511,Dogwood Elementary,37920,-83.89042,35.923517,525.0,56,25.2,89.2,K8,2.9
Knox County Schools,1512,Christenberry Elementary,37917,-83.91859,35.991982,475.0,49,15.9,75.5,K8,3.1
Knox County Schools,1513,South Doyle High School,37920,-83.89042,35.923517,1100.0,82,32.3,85.1,HS,1.7
Knox County Schools,1514,A L Lotts Elementary,37922,-84.12608,35.875925,969.0,61,7.8,81.3,K8,3.2
Knox County Schools,1515,South Doyle Middle School,37920,-83.89042,35.923517,912.0,70,16.4,75.3,K8,1.9
Knox County Schools,1516,East Knox Elementary,37806,-83.7413,36.086398,414.0,38,15.1,92.7,K8,1.8
Knox County Schools,1517,Farragut Intermediate,37922,-84.12608,35.875925,1097.0,65,7.7,88.4,K8,3.6
Knox County Schools,1518,Farragut Middle School,37922,-84.12608,35.875925,1386.0,77,6.8,82.0,K8,3.8
Knox County Schools,1519,Farragut High School,37922,-84.12608,35.875925,1975.0,111,6.4,87.0,HS,3.3
Knox County Schools,1520,Gap Creek Elementary,37920,-83.89042,35.923517,82.0,9,11.6,100.0,K8,3.0
Knox County Schools,1521,Fountain City Elementary,37918,-83.92511,36.046598,344.0,29,7.8,93.5,K8,2.8
Knox County Schools,1522,Fulton High School,37917,-83.91859,35.991982,1011.0,82,35.4,82.4,HS,0.9
Knox County Schools,1523,Gibbs Elementary,37721,-83.8066,36.141925,861.0,58,12.0,90.0,K8,3.2
Knox County Schools,1524,Gibbs High School,37721,-83.8066,36.141925,1035.0,68,23.3,97.2,HS,1.0
Knox County Schools,1525,Halls Elementary,37938,-83.93785,36.113552,742.0,51,9.4,85.7,K8,3.6
Knox County Schools,1526,Green Magnet Math And Science Academy,37915,-83.90149,35.97125,376.0,39,22.3,77.3,K8,1.0
Knox County Schools,1527,Halls High School,37938,-83.93785,36.113552,1284.0,76,19.1,72.7,HS,1.3
Knox County Schools,1535,Gresham Middle School,37918,-83.92511,36.046598,840.0,53,16.2,70.0,K8,2.7
Knox County Schools,1536,Halls Middle School,37938,-83.93785,36.113552,1056.0,61,17.6,85.7,K8,2.6
Knox County Schools,1537,Holston Middle School,37924,-83.80705,36.029987,558.0,41,20.6,83.3,K8,0.6
Knox County Schools,1545,Hardin Valley Elementary,37932,-84.17255,35.919695,1141.0,71,8.0,85.1,K8,3.6
Knox County Schools,1546,Hardin Valley Academy,37932,-84.17255,35.919695,2074.0,120,12.2,91.5,HS,3.2
Knox County Schools,1547,Inskip Elementary,37912,-83.97962,36.008048,511.0,41,16.2,72.1,K8,1.3
Knox County Schools,1548,Karns Elementary,37931,-84.1182,35.976063,1204.0,86,10.1,87.8,K8,1.5
Knox County Schools,1549,Karns Middle School,37931,-84.1182,35.976063,935.0,59,15.4,60.8,K8,2.1
Knox County Schools,1550,Karns High School,37931,-84.1182,35.976063,1687.0,91,21.3,81.1,HS,1.8
Knox County Schools,1551,Lonsdale Elementary,37921,-83.97413,35.973731,341.0,36,7.4,66.7,K8,1.1
Knox County Schools,1552,Maynard Elementary,37921,-83.97413,35.973731,152.0,19,26.8,64.7,K8,1.0
Knox County Schools,1553,Mt Olive Elementary,37920,-83.89042,35.923517,248.0,21,12.9,87.0,K8,2.6
Knox County Schools,1554,Mooreland Heights Elementary,37920,-83.89042,35.923517,322.0,32,16.6,81.8,K8,1.9
Knox County Schools,1555,New Hopewell Elementary,37920,-83.89042,35.923517,235.0,18,8.9,76.2,K8,2.0
Knox County Schools,1556,Powell Elementary,37849,-84.04192,36.044507,842.0,56,12.5,86.7,K8,2.3
Knox County Schools,1557,Powell Middle School,37849,-84.04192,36.044507,930.0,60,20.6,82.5,K8,2.6
Knox County Schools,1558,Powell High School,37849,-84.04192,36.044507,1313.0,81,21.9,88.8,HS,1.9
Knox County Schools,1559,Northwest Middle School,37912,-83.97962,36.008048,881.0,68,24.0,67.9,K8,0.3
Knox County Schools,1560,Ritta Elementary,37918,-83.92511,36.046598,558.0,41,13.2,91.1,K8,2.7
Knox County Schools,1561,Pleasant Ridge Elementary,37921,-83.97413,35.973731,329.0,25,10.0,73.3,K8,0.8
Knox County Schools,1562,Pond Gap Elementary,37909,-84.01554,35.947846,312.0,32,17.2,72.7,K8,2.0
Knox County Schools,1563,Rocky Hill Elementary,37919,-84.00384,35.922881,757.0,51,6.3,80.8,K8,3.8
Knox County Schools,1564,Sarah Moore Greene Magnet Technology Academy,37914,-83.84981,35.988528,550.0,56,24.8,90.8,K8,2.0
Knox County Schools,1565,Sequoyah Elementary,37919,-84.00384,35.922881,528.0,37,1.7,91.9,K8,4.0
Knox County Schools,1566,Shannondale Elementary,37918,-83.92511,36.046598,395.0,28,6.6,81.8,K8,4.0
Knox County Schools,1567,South Knox Elementary,37920,-83.89042,35.923517,137.0,14,12.4,73.3,K8,2.6
Knox County Schools,1568,Sterchi Elementary,37912,-83.97962,36.008048,407.0,30,10.7,100.0,K8,3.3
Knox County Schools,1569,Vine Middle/Magnet,37915,-83.90149,35.97125,479.0,38,27.5,71.4,K8,0.3
Knox County Schools,1570,West Haven Elementary,37921,-83.97413,35.973731,323.0,28,16.1,71.9,K8,2.0
Knox County Schools,1571,West High School,37919,-84.00384,35.922881,1449.0,88,23.3,86.2,HS,2.7
Knox County Schools,1572,West Hills Elementary,37919,-84.00384,35.922881,698.0,53,13.0,84.2,K8,3.1
Knox County Schools,1573,West Valley Middle School,37922,-84.12608,35.875925,1225.0,68,9.4,90.5,K8,3.2
Knox County Schools,1574,West View Elementary,37921,-83.97413,35.973731,193.0,20,26.5,80.0,K8,2.0
Knox County Schools,1575,Whittle Springs Middle School,37917,-83.91859,35.991982,480.0,41,26.7,82.4,K8,1.2
